state_norm,district,month,demo_age_5_17,demo_age_17_
madhya pradesh,sagar,May 2025,1276,9920
madhya pradesh,satna,May 2025,636,3740
madhya pradesh,sehore,May 2025,344,1476
madhya pradesh,seoni,May 2025,584,3360
madhya pradesh,shahdol,May 2025,1077,6122
madhya pradesh,shajapur,May 2025,512,2774
madhya pradesh,sheopur,May 2025,446,2902
madhya pradesh,shivpuri,May 2025,0,0
madhya pradesh,sidhi,May 2025,638,4022
madhya pradesh,singrauli,May 2025,0,0
madhya pradesh,tikamgarh,May 2025,608,1800
madhya pradesh,ujjain,May 2025,543,3611
madhya pradesh,umaria,May 2025,0,0
madhya pradesh,vidisha,May 2025,628,2920
maharashtra,ahilyanagar,May 2025,0,0
maharashtra,akola,May 2025,0,0
maharashtra,amravati,May 2025,24,338
maharashtra,beed,May 2025,514,4808
maharashtra,bhandara,May 2025,0,0
maharashtra,buldhana,May 2025,0,0
maharashtra,chandrapur,May 2025,179,2506
maharashtra,chhatrapati sambhajinagar,May 2025,0,0
maharashtra,dharashiv,May 2025,0,0
maharashtra,dhule,May 2025,0,0
maharashtra,gadchiroli,May 2025,108,915
maharashtra,gondia,May 2025,220,1536
maharashtra,hingoli,May 2025,0,0
maharashtra,jalgaon,May 2025,0,0
maharashtra,jalna,May 2025,0,0
maharashtra,kolhapur,May 2025,0,0
maharashtra,latur,May 2025,404,3860
maharashtra,mumbai,May 2025,0,0
maharashtra,mumbai suburban,May 2025,1233,7982
maharashtra,nagpur,May 2025,438,2638
maharashtra,nanded,May 2025,0,0
maharashtra,nandurbar,May 2025,166,2606
maharashtra,nashik,May 2025,206,1997
maharashtra,palghar,May 2025,870,7594
maharashtra,parbhani,May 2025,0,0
maharashtra,pune,May 2025,984,7838
maharashtra,raigad,May 2025,366,4094
maharashtra,ratnagiri,May 2025,0,0
maharashtra,sangli,May 2025,0,0
maharashtra,satara,May 2025,0,0
maharashtra,sindhudurg,May 2025,0,0
maharashtra,solapur,May 2025,0,0
maharashtra,thane,May 2025,3233,23714
maharashtra,wardha,May 2025,0,0
maharashtra,washim,May 2025,0,0
maharashtra,yavatmal,May 2025,0,0
manipur,bishnupur,May 2025,0,0
manipur,chandel,May 2025,0,0
manipur,churachandpur,May 2025,0,0
manipur,imphal east,May 2025,0,0
manipur,imphal west,May 2025,0,0
manipur,jiribam,May 2025,0,0
manipur,kakching,May 2025,0,0
manipur,kamjong,May 2025,0,0
manipur,kangpokpi,May 2025,0,0
manipur,noney,May 2025,0,0
manipur,pherzawl,May 2025,0,0
manipur,senapati,May 2025,0,0
manipur,tamenglong,May 2025,0,0
manipur,tengnoupal,May 2025,0,0
manipur,thoubal,May 2025,0,0
manipur,ukhrul,May 2025,0,0
meghalaya,east garo hills,May 2025,0,0
meghalaya,east jaintia hills,May 2025,0,0
meghalaya,east khasi hills,May 2025,0,0
meghalaya,eastern west khasi hills,May 2025,0,0
meghalaya,north garo hills,May 2025,0,0
meghalaya,ri bhoi,May 2025,0,0
meghalaya,south garo hills,May 2025,0,0
meghalaya,south west garo hills,May 2025,0,0
meghalaya,south west khasi hills,May 2025,0,0
meghalaya,west garo hills,May 2025,0,0
meghalaya,west jaintia hills,May 2025,0,0
meghalaya,west khasi hills,May 2025,0,0
mizoram,aizawl,May 2025,0,0
mizoram,champhai,May 2025,0,0
mizoram,hnahthial,May 2025,0,0
mizoram,khawzawl,May 2025,0,0
mizoram,kolasib,May 2025,76,414
mizoram,lawngtlai,May 2025,0,0
mizoram,lunglei,May 2025,0,0
mizoram,mamit,May 2025,0,0
mizoram,saitual,May 2025,0,0
mizoram,serchhip,May 2025,0,0
mizoram,siaha,May 2025,0,0
nagaland,chumoukedima,May 2025,0,0
nagaland,dimapur,May 2025,0,0
nagaland,kiphire,May 2025,0,0
nagaland,kohima,May 2025,0,0
nagaland,longleng,May 2025,0,0
nagaland,meluri,May 2025,0,0
nagaland,mokokchung,May 2025,0,0
nagaland,mon,May 2025,0,0
nagaland,niuland,May 2025,0,0
nagaland,noklak,May 2025,0,0
nagaland,peren,May 2025,0,0
nagaland,phek,May 2025,0,0
nagaland,shamator,May 2025,0,0
nagaland,tseminyu,May 2025,0,0
nagaland,tuensang,May 2025,0,0
nagaland,wokha,May 2025,0,0
nagaland,zunheboto,May 2025,0,0
odisha,angul,May 2025,0,0
odisha,balangir,May 2025,0,0
odisha,balasore,May 2025,0,0
odisha,bargarh,May 2025,0,0
odisha,bhadrak,May 2025,0,0
odisha,boudh,May 2025,0,0
odisha,cuttack,May 2025,0,0
odisha,deogarh,May 2025,0,0
odisha,dhenkanal,May 2025,0,0
odisha,gajapati,May 2025,0,0
odisha,ganjam,May 2025,0,0
odisha,jagatsinghapur,May 2025,0,0
odisha,jajpur,May 2025,0,0
odisha,jharsuguda,May 2025,0,0
odisha,kalahandi,May 2025,0,0
odisha,kandhamal,May 2025,0,0
odisha,kendrapara,May 2025,0,0
odisha,keonjhar,May 2025,0,0
odisha,khordha,May 2025,0,0
odisha,koraput,May 2025,0,0
odisha,malkangiri,May 2025,0,0
odisha,mayurbhanj,May 2025,0,0
odisha,nabarangpur,May 2025,0,0
odisha,nayagarh,May 2025,0,0
odisha,nuapada,May 2025,0,0
odisha,puri,May 2025,0,0
odisha,rayagada,May 2025,0,0
odisha,sambalpur,May 2025,0,0
odisha,sonepur,May 2025,0,0
odisha,sundargarh,May 2025,0,0
puducherry,karaikal,May 2025,0,0
puducherry,puducherry,May 2025,86,367
punjab,amritsar,May 2025,676,8369
punjab,barnala,May 2025,0,0
punjab,bathinda,May 2025,205,2125
punjab,faridkot,May 2025,0,0
punjab,fatehgarh sahib,May 2025,0,0
punjab,fazilka,May 2025,0,0
punjab,ferozepur,May 2025,37,339
punjab,gurdaspur,May 2025,154,1622
punjab,hoshiarpur,May 2025,224,3050
punjab,jalandhar,May 2025,0,0
punjab,kapurthala,May 2025,0,0
punjab,ludhiana,May 2025,487,6477
punjab,malerkotla,May 2025,0,0
punjab,mansa,May 2025,220,880
punjab,moga,May 2025,0,0
punjab,pathankot,May 2025,204,1746
punjab,patiala,May 2025,1448,7978
punjab,rupnagar,May 2025,0,0
punjab,s a s nagar,May 2025,0,0
punjab,sangrur,May 2025,0,0
punjab,shahid bhagat singh nagar,May 2025,0,0
punjab,sri muktsar sahib,May 2025,0,0
punjab,tarn taran,May 2025,51,781
rajasthan,ajmer,May 2025,951,9042
rajasthan,alwar,May 2025,298,2816
rajasthan,balotra,May 2025,0,0
rajasthan,banswara,May 2025,0,0
rajasthan,baran,May 2025,210,1818
rajasthan,barmer,May 2025,0,0
rajasthan,beawar,May 2025,0,0
rajasthan,bharatpur,May 2025,0,0
rajasthan,bhilwara,May 2025,410,4354
rajasthan,bikaner,May 2025,346,4564
rajasthan,bundi,May 2025,204,2028
rajasthan,chittorgarh,May 2025,0,0
rajasthan,churu,May 2025,336,2738
rajasthan,dausa,May 2025,0,0
rajasthan,deeg,May 2025,0,0
rajasthan,dholpur,May 2025,0,0
rajasthan,didwana kuchaman,May 2025,0,0
rajasthan,dungarpur,May 2025,0,0
rajasthan,ganganagar,May 2025,314,3818
rajasthan,hanumangarh,May 2025,46,510
rajasthan,jaipur,May 2025,2298,21068
rajasthan,jaisalmer,May 2025,0,0
rajasthan,jalore,May 2025,0,0
rajasthan,jhalawar,May 2025,0,0
rajasthan,jhunjhunu,May 2025,174,1562
rajasthan,jodhpur,May 2025,174,2346
rajasthan,karauli,May 2025,0,0
rajasthan,khairthal tijara,May 2025,0,0
rajasthan,kota,May 2025,298,2100
rajasthan,kotputli behror,May 2025,0,0
rajasthan,nagaur,May 2025,342,3041
rajasthan,pali,May 2025,118,1146
rajasthan,phalodi,May 2025,0,0
rajasthan,pratapgarh,May 2025,0,0
rajasthan,rajsamand,May 2025,0,0
rajasthan,salumbar,May 2025,0,0
rajasthan,sawai madhopur,May 2025,254,2236
rajasthan,sikar,May 2025,0,0
rajasthan,sirohi,May 2025,0,0
rajasthan,tonk,May 2025,0,0
rajasthan,udaipur,May 2025,72,872
sikkim,gangtok,May 2025,0,0
sikkim,gyalshing,May 2025,0,0
sikkim,mangan,May 2025,0,0
sikkim,namchi,May 2025,0,0
sikkim,pakyong,May 2025,0,0
sikkim,soreng,May 2025,0,0
tamil nadu,ariyalur,May 2025,0,0
tamil nadu,chengalpattu,May 2025,0,0
tamil nadu,chennai,May 2025,0,0
tamil nadu,coimbatore,May 2025,130,1072
tamil nadu,cuddalore,May 2025,0,0
tamil nadu,dharmapuri,May 2025,0,0
tamil nadu,dindigul,May 2025,0,0
tamil nadu,erode,May 2025,0,0
tamil nadu,kallakurichi,May 2025,0,0
tamil nadu,kancheepuram,May 2025,894,5294
tamil nadu,kanniyakumari,May 2025,0,0
tamil nadu,karur,May 2025,0,0
tamil nadu,krishnagiri,May 2025,0,0
tamil nadu,madurai,May 2025,320,1758
tamil nadu,mayiladuthurai,May 2025,0,0
tamil nadu,nagapattinam,May 2025,0,0
tamil nadu,namakkal,May 2025,0,0
tamil nadu,perambalur,May 2025,0,0
tamil nadu,pudukkottai,May 2025,0,0
tamil nadu,ramanathapuram,May 2025,0,0
tamil nadu,ranipet,May 2025,0,0
tamil nadu,salem,May 2025,0,0
tamil nadu,sivaganga,May 2025,0,0
tamil nadu,tenkasi,May 2025,0,0
tamil nadu,thanjavur,May 2025,0,0
tamil nadu,the nilgiris,May 2025,0,0
tamil nadu,theni,May 2025,0,0
tamil nadu,thiruvallur,May 2025,854,5954
tamil nadu,thiruvarur,May 2025,0,0
tamil nadu,thoothukkudi,May 2025,0,0
tamil nadu,tiruchirappalli,May 2025,52,334
tamil nadu,tirunelveli,May 2025,0,0
tamil nadu,tirupathur,May 2025,0,0
tamil nadu,tiruppur,May 2025,693,4014
tamil nadu,tiruvannamalai,May 2025,272,1446
tamil nadu,vellore,May 2025,216,1278
tamil nadu,viluppuram,May 2025,65,457
tamil nadu,virudhunagar,May 2025,462,1904
telangana,adilabad,May 2025,0,0
telangana,bhadradri kothagudem,May 2025,0,0
telangana,hanumakonda,May 2025,0,0
telangana,hyderabad,May 2025,2278,11259
telangana,jagitial,May 2025,0,0
telangana,jangoan,May 2025,0,0
telangana,jayashankar bhupalapally,May 2025,0,0
telangana,jogulamba gadwal,May 2025,596,2060
telangana,kamareddy,May 2025,87,486
telangana,karimnagar,May 2025,0,0
telangana,khammam,May 2025,0,0
telangana,kumuram bheem asifabad,May 2025,0,0
telangana,mahabubabad,May 2025,0,0
telangana,mahabubnagar,May 2025,280,1384
telangana,mancherial,May 2025,0,0
telangana,medak,May 2025,0,0
telangana,medchal malkajgiri,May 2025,0,0
telangana,mulugu,May 2025,0,0
telangana,nagarkurnool,May 2025,0,0
telangana,nalgonda,May 2025,0,0
telangana,narayanpet,May 2025,0,0
telangana,nirmal,May 2025,218,936
telangana,nizamabad,May 2025,488,2510
telangana,peddapalli,May 2025,0,0
telangana,rajanna sircilla,May 2025,0,0
telangana,ranga reddy,May 2025,0,0
telangana,sangareddy,May 2025,0,0
telangana,siddipet,May 2025,48,368
telangana,suryapet,May 2025,0,0
telangana,vikarabad,May 2025,0,0
telangana,wanaparthy,May 2025,0,0
telangana,warangal,May 2025,0,0
telangana,yadadri bhuvanagiri,May 2025,0,0
the dadra and nagar haveli and daman and diu,dadra and nagar haveli,May 2025,0,0
the dadra and nagar haveli and daman and diu,daman,May 2025,0,0
the dadra and nagar haveli and daman and diu,diu,May 2025,0,0
tripura,dhalai,May 2025,0,0
tripura,gomati,May 2025,0,0
tripura,khowai,May 2025,0,0
tripura,north tripura,May 2025,0,0
tripura,sepahijala,May 2025,0,0
tripura,south tripura,May 2025,0,0
tripura,unakoti,May 2025,0,0
tripura,west tripura,May 2025,0,0
uttar pradesh,agra,May 2025,1174,8346
uttar pradesh,aligarh,May 2025,0,0
uttar pradesh,ambedkar nagar,May 2025,0,0
uttar pradesh,amethi,May 2025,0,0
uttar pradesh,amroha,May 2025,372,3326
uttar pradesh,auraiya,May 2025,0,0
uttar pradesh,ayodhya,May 2025,0,0
uttar pradesh,azamgarh,May 2025,0,0
uttar pradesh,baghpat,May 2025,0,0
uttar pradesh,bahraich,May 2025,0,0
uttar pradesh,ballia,May 2025,0,0
uttar pradesh,balrampur,May 2025,0,0
uttar pradesh,banda,May 2025,0,0
uttar pradesh,bara banki,May 2025,0,0
uttar pradesh,bareilly,May 2025,1357,13248
uttar pradesh,basti,May 2025,0,0
uttar pradesh,bhadohi,May 2025,0,0
uttar pradesh,bijnor,May 2025,1431,16046
uttar pradesh,budaun,May 2025,0,0
uttar pradesh,bulandshahr,May 2025,858,6034
uttar pradesh,chandauli,May 2025,0,0
uttar pradesh,chitrakoot,May 2025,0,0
uttar pradesh,deoria,May 2025,0,0
uttar pradesh,etah,May 2025,0,0
uttar pradesh,etawah,May 2025,646,4404
uttar pradesh,farrukhabad,May 2025,0,0
uttar pradesh,fatehpur,May 2025,0,0
uttar pradesh,firozabad,May 2025,0,0
uttar pradesh,gautam buddha nagar,May 2025,2389,21475
uttar pradesh,ghaziabad,May 2025,1354,11888
uttar pradesh,ghazipur,May 2025,0,0
uttar pradesh,gonda,May 2025,0,0
uttar pradesh,gorakhpur,May 2025,0,0
uttar pradesh,hamirpur,May 2025,0,0
uttar pradesh,hapur,May 2025,1026,7872
uttar pradesh,hardoi,May 2025,0,0
uttar pradesh,hathras,May 2025,0,0
uttar pradesh,jalaun,May 2025,0,0
uttar pradesh,jaunpur,May 2025,0,0
uttar pradesh,jhansi,May 2025,159,1420
uttar pradesh,kannauj,May 2025,0,0
uttar pradesh,kanpur dehat,May 2025,0,0
uttar pradesh,kanpur nagar,May 2025,796,11238
uttar pradesh,kasganj,May 2025,0,0
uttar pradesh,kaushambi,May 2025,0,0
uttar pradesh,kheri,May 2025,0,0
uttar pradesh,kushinagar,May 2025,0,0
uttar pradesh,lalitpur,May 2025,0,0
uttar pradesh,lucknow,May 2025,1020,10774
uttar pradesh,mahoba,May 2025,0,0
uttar pradesh,mahrajganj,May 2025,0,0
uttar pradesh,mainpuri,May 2025,0,0
uttar pradesh,mathura,May 2025,0,0
uttar pradesh,mau,May 2025,0,0
uttar pradesh,meerut,May 2025,898,8592
uttar pradesh,mirzapur,May 2025,0,0
uttar pradesh,moradabad,May 2025,1184,9688
uttar pradesh,muzaffarnagar,May 2025,263,1993
uttar pradesh,pilibhit,May 2025,966,9678
uttar pradesh,pratapgarh,May 2025,0,0
uttar pradesh,prayagraj,May 2025,0,0
uttar pradesh,rae bareli,May 2025,0,0
uttar pradesh,rampur,May 2025,0,0
uttar pradesh,saharanpur,May 2025,1414,14066
uttar pradesh,sambhal,May 2025,0,0
uttar pradesh,sant kabir nagar,May 2025,0,0
uttar pradesh,shahjahanpur,May 2025,0,0
uttar pradesh,shamli,May 2025,696,5294
uttar pradesh,shrawasti,May 2025,0,0
uttar pradesh,siddharthnagar,May 2025,0,0
uttar pradesh,sitapur,May 2025,0,0
uttar pradesh,sonbhadra,May 2025,0,0
uttar pradesh,sultanpur,May 2025,0,0
uttar pradesh,unnao,May 2025,0,0
uttar pradesh,varanasi,May 2025,0,0
uttarakhand,almora,May 2025,0,0
uttarakhand,bageshwar,May 2025,0,0
uttarakhand,chamoli,May 2025,0,0
uttarakhand,champawat,May 2025,81,607
uttarakhand,dehradun,May 2025,907,9290
uttarakhand,haridwar,May 2025,0,0
uttarakhand,nainital,May 2025,500,3370
uttarakhand,pauri garhwal,May 2025,0,0
uttarakhand,pithoragarh,May 2025,0,0
uttarakhand,rudraprayag,May 2025,0,0
uttarakhand,tehri garhwal,May 2025,0,0
uttarakhand,udham singh nagar,May 2025,1613,10358
uttarakhand,uttarkashi,May 2025,0,0
west bengal,alipurduar,May 2025,0,0
west bengal,bankura,May 2025,0,0
west bengal,birbhum,May 2025,432,3553
west bengal,cooch behar,May 2025,0,0
west bengal,dakshin dinajpur,May 2025,210,1988
west bengal,darjeeling,May 2025,0,0
west bengal,hooghly,May 2025,0,0
west bengal,howrah,May 2025,0,0
west bengal,jalpaiguri,May 2025,0,0
west bengal,jhargram,May 2025,0,0
west bengal,kalimpong,May 2025,0,0
west bengal,kolkata,May 2025,0,0
west bengal,malda,May 2025,1092,9772
west bengal,murshidabad,May 2025,1253,12746
west bengal,nadia,May 2025,0,0
west bengal,north parganas,May 2025,150,1558
west bengal,paschim bardhaman,May 2025,0,0
west bengal,paschim medinipur,May 2025,0,0
west bengal,purba bardhaman,May 2025,0,0
west bengal,purba medinipur,May 2025,109,632
west bengal,purulia,May 2025,417,3329
west bengal,south parganas,May 2025,1946,18175
west bengal,uttar dinajpur,May 2025,1548,16312
andaman and nicobar islands,nicobars,June 2025,0,0
andaman and nicobar islands,north and middle andaman,June 2025,0,0
andaman and nicobar islands,south andamans,June 2025,0,0
andhra pradesh,alluri sitharama raju,June 2025,29,138
andhra pradesh,anakapalli,June 2025,94,488
andhra pradesh,ananthapuramu,June 2025,943,3556
andhra pradesh,annamayya,June 2025,1335,4336
andhra pradesh,bapatla,June 2025,211,967
andhra pradesh,chittoor,June 2025,2064,8992
andhra pradesh,dr b r ambedkar konaseema,June 2025,86,497
andhra pradesh,east godavari,June 2025,1192,6888
andhra pradesh,eluru,June 2025,312,1326
andhra pradesh,guntur,June 2025,2318,12925
andhra pradesh,kakinada,June 2025,353,1842
andhra pradesh,krishna,June 2025,407,2527
andhra pradesh,kurnool,June 2025,2661,12014
andhra pradesh,nandyal,June 2025,1074,4087
andhra pradesh,ntr,June 2025,0,0
andhra pradesh,palnadu,June 2025,1146,4820
andhra pradesh,parvathipuram manyam,June 2025,74,338
andhra pradesh,prakasam,June 2025,506,2849
andhra pradesh,sri potti sriramulu nellore,June 2025,0,0
andhra pradesh,sri sathya sai,June 2025,322,1171
andhra pradesh,srikakulam,June 2025,2014,8577
andhra pradesh,tirupati,June 2025,315,1643
andhra pradesh,visakhapatnam,June 2025,1975,9865
andhra pradesh,vizianagaram,June 2025,600,3610
andhra pradesh,west godavari,June 2025,1094,6640
andhra pradesh,y s r kadapa,June 2025,0,0
arunachal pradesh,anjaw,June 2025,0,0
arunachal pradesh,bichom,June 2025,0,0
arunachal pradesh,changlang,June 2025,0,0
arunachal pradesh,dibang valley,June 2025,0,0
arunachal pradesh,east kameng,June 2025,0,0
arunachal pradesh,east siang,June 2025,0,0
arunachal pradesh,kamle,June 2025,0,0
arunachal pradesh,keyi panyor,June 2025,0,0
arunachal pradesh,kra daadi,June 2025,0,0
arunachal pradesh,kurung kumey,June 2025,0,0
arunachal pradesh,leparada,June 2025,0,0
arunachal pradesh,lohit,June 2025,0,0
arunachal pradesh,longding,June 2025,0,0
arunachal pradesh,lower dibang valley,June 2025,0,0
arunachal pradesh,lower siang,June 2025,0,0
arunachal pradesh,lower subansiri,June 2025,0,0
arunachal pradesh,namsai,June 2025,0,0
arunachal pradesh,pakke kessang,June 2025,0,0
arunachal pradesh,papum pare,June 2025,0,0
arunachal pradesh,shi yomi,June 2025,0,0
arunachal pradesh,siang,June 2025,0,0
arunachal pradesh,tawang,June 2025,0,0
arunachal pradesh,tirap,June 2025,0,0
arunachal pradesh,upper siang,June 2025,0,0
arunachal pradesh,upper subansiri,June 2025,0,0
arunachal pradesh,west kameng,June 2025,0,0
arunachal pradesh,west siang,June 2025,0,0
assam,bajali,June 2025,0,0
assam,baksa,June 2025,0,0
assam,barpeta,June 2025,0,0
assam,biswanath,June 2025,0,0
assam,bongaigaon,June 2025,0,0
assam,cachar,June 2025,0,0
assam,charaideo,June 2025,0,0
assam,chirang,June 2025,0,0
assam,darrang,June 2025,0,0
assam,dhemaji,June 2025,0,0
assam,dhubri,June 2025,184,2014
assam,dibrugarh,June 2025,0,0
assam,dima hasao,June 2025,0,0
assam,goalpara,June 2025,0,0
assam,golaghat,June 2025,0,0
assam,hailakandi,June 2025,0,0
assam,hojai,June 2025,0,0
assam,jorhat,June 2025,0,0
assam,kamrup,June 2025,0,0
assam,kamrup metro,June 2025,0,0
assam,karbi anglong,June 2025,0,0
assam,kokrajhar,June 2025,11,236
assam,lakhimpur,June 2025,0,0
assam,majuli,June 2025,0,0
assam,marigaon,June 2025,0,0
assam,nagaon,June 2025,0,0
assam,nalbari,June 2025,0,0
assam,sivasagar,June 2025,0,0
assam,sonitpur,June 2025,0,0
assam,south salmara mancachar,June 2025,0,0
assam,sribhumi,June 2025,0,0
assam,tamulpur,June 2025,0,0
assam,tinsukia,June 2025,0,0
assam,udalguri,June 2025,0,0
assam,west karbi anglong,June 2025,0,0
bihar,araria,June 2025,0,0
bihar,arwal,June 2025,0,0
bihar,aurangabad,June 2025,0,0
bihar,banka,June 2025,0,0
bihar,begusarai,June 2025,0,0
bihar,bhagalpur,June 2025,0,0
bihar,bhojpur,June 2025,0,0
bihar,buxar,June 2025,0,0
bihar,darbhanga,June 2025,0,0
bihar,gaya,June 2025,0,0
bihar,gopalganj,June 2025,0,0
bihar,jamui,June 2025,0,0
bihar,jehanabad,June 2025,0,0
bihar,kaimur bhabua,June 2025,0,0
bihar,katihar,June 2025,0,0
bihar,khagaria,June 2025,0,0
bihar,kishanganj,June 2025,0,0
bihar,lakhisarai,June 2025,0,0
bihar,madhepura,June 2025,0,0
bihar,madhubani,June 2025,0,0
bihar,munger,June 2025,0,0
bihar,muzaffarpur,June 2025,0,0
bihar,nalanda,June 2025,0,0
bihar,nawada,June 2025,0,0
bihar,pashchim champaran,June 2025,0,0
bihar,patna,June 2025,0,0
bihar,purbi champaran,June 2025,0,0
bihar,purnia,June 2025,0,0
bihar,rohtas,June 2025,0,0
bihar,saharsa,June 2025,0,0
bihar,samastipur,June 2025,0,0
bihar,saran,June 2025,0,0
bihar,sheikhpura,June 2025,0,0
bihar,sheohar,June 2025,0,0
bihar,sitamarhi,June 2025,0,0
bihar,siwan,June 2025,0,0
bihar,supaul,June 2025,0,0
bihar,vaishali,June 2025,0,0
chandigarh,chandigarh,June 2025,841,6796
chhattisgarh,balod,June 2025,1068,9238
chhattisgarh,balodabazar bhatapara,June 2025,0,0
chhattisgarh,balrampur ramanujganj,June 2025,0,0
chhattisgarh,bastar,June 2025,840,6495
chhattisgarh,bemetara,June 2025,0,0
chhattisgarh,bijapur,June 2025,0,0
chhattisgarh,bilaspur,June 2025,2463,29531
chhattisgarh,dakshin bastar dantewada,June 2025,0,0
chhattisgarh,dhamtari,June 2025,0,0
chhattisgarh,durg,June 2025,1819,12266
chhattisgarh,gariyaband,June 2025,0,0
chhattisgarh,gaurela pendra marwahi,June 2025,0,0
chhattisgarh,janjgir champa,June 2025,689,7386
chhattisgarh,jashpur,June 2025,1072,13854
chhattisgarh,kabeerdham,June 2025,678,5150
chhattisgarh,khairagarh chhuikhadan gandai,June 2025,0,0
chhattisgarh,kondagaon,June 2025,1552,32332
chhattisgarh,korba,June 2025,1427,16959
chhattisgarh,korea,June 2025,0,0
chhattisgarh,mahasamund,June 2025,3550,67874
chhattisgarh,manendragarh chirmiri bharatpur m c b,June 2025,0,0
chhattisgarh,mohla manpur ambagarh chouki,June 2025,499,2040
chhattisgarh,mungeli,June 2025,549,5769
chhattisgarh,narayanpur,June 2025,0,0
chhattisgarh,raigarh,June 2025,0,0
chhattisgarh,raipur,June 2025,3058,24546
chhattisgarh,rajnandgaon,June 2025,3695,54262
chhattisgarh,sakti,June 2025,0,0
chhattisgarh,sarangarh bilaigarh,June 2025,0,0
chhattisgarh,sukma,June 2025,0,0
chhattisgarh,surajpur,June 2025,0,0
chhattisgarh,surguja,June 2025,958,9762
chhattisgarh,uttar bastar kanker,June 2025,0,0
delhi,central,June 2025,0,0
delhi,east,June 2025,0,0
delhi,new delhi,June 2025,44,321
delhi,north,June 2025,0,0
delhi,north east,June 2025,0,0
delhi,north west,June 2025,0,0
delhi,shahdara,June 2025,510,3148
delhi,south,June 2025,0,0
delhi,south east,June 2025,0,0
delhi,south west,June 2025,0,0
delhi,west,June 2025,0,0
goa,north goa,June 2025,0,0
goa,south goa,June 2025,0,0
gujarat,ahmedabad,June 2025,1309,9192
gujarat,amreli,June 2025,0,0
gujarat,anand,June 2025,0,0
gujarat,arvalli,June 2025,0,0
gujarat,banas kantha,June 2025,1023,5066
gujarat,bharuch,June 2025,416,2654
gujarat,bhavnagar,June 2025,0,0
gujarat,botad,June 2025,0,0
gujarat,chhotaudepur,June 2025,0,0
gujarat,dahod,June 2025,0,0
gujarat,dangs,June 2025,0,0
gujarat,devbhumi dwarka,June 2025,0,0
gujarat,gandhinagar,June 2025,538,4076
gujarat,gir somnath,June 2025,0,0
gujarat,jamnagar,June 2025,0,0
gujarat,junagadh,June 2025,0,0
gujarat,kachchh,June 2025,396,4006
gujarat,kheda,June 2025,0,0
gujarat,mahesana,June 2025,326,2524
gujarat,mahisagar,June 2025,0,0
gujarat,morbi,June 2025,0,0
gujarat,narmada,June 2025,390,1360
gujarat,navsari,June 2025,0,0
gujarat,panch mahals,June 2025,0,0
gujarat,patan,June 2025,0,0
gujarat,porbandar,June 2025,0,0
gujarat,rajkot,June 2025,656,8650
gujarat,sabar kantha,June 2025,0,0
gujarat,surat,June 2025,2294,20497
gujarat,surendranagar,June 2025,0,0
gujarat,tapi,June 2025,0,0
gujarat,vadodara,June 2025,0,0
gujarat,valsad,June 2025,510,1544
gujarat,vav tharad,June 2025,0,0
haryana,ambala,June 2025,508,3511
haryana,bhiwani,June 2025,128,1128
haryana,charkhi dadri,June 2025,116,729
haryana,faridabad,June 2025,2670,19819
haryana,fatehabad,June 2025,579,5573
haryana,gurugram,June 2025,0,0
haryana,hisar,June 2025,392,3728
haryana,jhajjar,June 2025,321,3289
haryana,jind,June 2025,946,7564
haryana,kaithal,June 2025,533,5141
haryana,karnal,June 2025,785,4536
haryana,kurukshetra,June 2025,0,0
haryana,mahendragarh,June 2025,123,1130
haryana,nuh,June 2025,0,0
haryana,palwal,June 2025,1193,10108
haryana,panchkula,June 2025,337,1777
haryana,panipat,June 2025,0,0
haryana,rewari,June 2025,676,4310
haryana,rohtak,June 2025,326,1776
haryana,sirsa,June 2025,534,5966
haryana,sonipat,June 2025,922,6678
haryana,yamunanagar,June 2025,0,0
himachal pradesh,bilaspur,June 2025,19,124
himachal pradesh,chamba,June 2025,0,0
himachal pradesh,hamirpur,June 2025,0,0
himachal pradesh,kangra,June 2025,0,0
himachal pradesh,kinnaur,June 2025,0,0
himachal pradesh,kullu,June 2025,0,0
himachal pradesh,lahaul and spiti,June 2025,0,0
himachal pradesh,mandi,June 2025,0,0
himachal pradesh,shimla,June 2025,0,0
himachal pradesh,sirmaur,June 2025,343,3402
himachal pradesh,solan,June 2025,0,0
himachal pradesh,una,June 2025,0,0
jammu and kashmir,anantnag,June 2025,181,1129
jammu and kashmir,bandipora,June 2025,0,0
jammu and kashmir,baramulla,June 2025,312,2172
jammu and kashmir,budgam,June 2025,398,1014
jammu and kashmir,doda,June 2025,0,0
jammu and kashmir,ganderbal,June 2025,0,0
jammu and kashmir,jammu,June 2025,22,326
jammu and kashmir,kathua,June 2025,0,0
jammu and kashmir,kishtwar,June 2025,161,727
jammu and kashmir,kulgam,June 2025,0,0
jammu and kashmir,kupwara,June 2025,226,1618
jammu and kashmir,poonch,June 2025,0,0
jammu and kashmir,pulwama,June 2025,382,2296
jammu and kashmir,rajouri,June 2025,0,0
jammu and kashmir,ramban,June 2025,0,0
jammu and kashmir,reasi,June 2025,0,0
jammu and kashmir,samba,June 2025,40,502
jammu and kashmir,shopian,June 2025,0,0
jammu and kashmir,srinagar,June 2025,0,0
jammu and kashmir,udhampur,June 2025,0,0
jharkhand,bokaro,June 2025,0,0
jharkhand,chatra,June 2025,0,0
jharkhand,deoghar,June 2025,0,0
jharkhand,dhanbad,June 2025,0,0
jharkhand,dumka,June 2025,0,0
