state_norm,district,month,age_0_5,age_5_17,age_18_greater
assam,kamrup,May 2025,813,580,264
assam,kamrup metro,May 2025,67,42,53
assam,karbi anglong,May 2025,446,1537,175
assam,kokrajhar,May 2025,249,237,32
assam,lakhimpur,May 2025,404,216,127
assam,majuli,May 2025,0,0,0
assam,marigaon,May 2025,130,219,29
assam,nagaon,May 2025,0,0,0
assam,nalbari,May 2025,134,75,37
assam,sivasagar,May 2025,0,0,0
assam,sonitpur,May 2025,55,160,38
assam,south salmara mancachar,May 2025,0,0,0
assam,sribhumi,May 2025,0,0,0
assam,tamulpur,May 2025,0,0,0
assam,tinsukia,May 2025,213,216,171
assam,udalguri,May 2025,221,162,164
assam,west karbi anglong,May 2025,39,216,11
bihar,araria,May 2025,0,0,0
bihar,arwal,May 2025,43,156,10
bihar,aurangabad,May 2025,0,0,0
bihar,banka,May 2025,0,0,0
bihar,begusarai,May 2025,0,0,0
bihar,bhagalpur,May 2025,1500,1363,85
bihar,bhojpur,May 2025,0,0,0
bihar,buxar,May 2025,0,0,0
bihar,darbhanga,May 2025,0,0,0
bihar,gaya,May 2025,452,1796,69
bihar,gopalganj,May 2025,385,495,27
bihar,jamui,May 2025,245,292,13
bihar,jehanabad,May 2025,0,0,0
bihar,kaimur bhabua,May 2025,273,642,22
bihar,katihar,May 2025,270,215,10
bihar,khagaria,May 2025,0,0,0
bihar,kishanganj,May 2025,0,0,0
bihar,lakhisarai,May 2025,0,0,0
bihar,madhepura,May 2025,0,0,0
bihar,madhubani,May 2025,874,995,102
bihar,munger,May 2025,0,0,0
bihar,muzaffarpur,May 2025,2161,2046,159
bihar,nalanda,May 2025,0,0,0
bihar,nawada,May 2025,0,0,0
bihar,pashchim champaran,May 2025,0,0,0
bihar,patna,May 2025,105,347,22
bihar,purbi champaran,May 2025,0,0,0
bihar,purnia,May 2025,0,0,0
bihar,rohtas,May 2025,0,0,0
bihar,saharsa,May 2025,334,295,13
bihar,samastipur,May 2025,0,0,0
bihar,saran,May 2025,0,0,0
bihar,sheikhpura,May 2025,0,0,0
bihar,sheohar,May 2025,0,0,0
bihar,sitamarhi,May 2025,2961,2387,348
bihar,siwan,May 2025,269,384,12
bihar,supaul,May 2025,0,0,0
bihar,vaishali,May 2025,0,0,0
chandigarh,chandigarh,May 2025,0,0,0
chhattisgarh,balod,May 2025,0,0,0
chhattisgarh,balodabazar bhatapara,May 2025,0,0,0
chhattisgarh,balrampur ramanujganj,May 2025,0,0,0
chhattisgarh,bastar,May 2025,0,0,0
chhattisgarh,bemetara,May 2025,0,0,0
chhattisgarh,bijapur,May 2025,275,180,155
chhattisgarh,bilaspur,May 2025,0,0,0
chhattisgarh,dakshin bastar dantewada,May 2025,0,0,0
chhattisgarh,dhamtari,May 2025,0,0,0
chhattisgarh,durg,May 2025,0,0,0
chhattisgarh,gariyaband,May 2025,0,0,0
chhattisgarh,gaurela pendra marwahi,May 2025,0,0,0
chhattisgarh,janjgir champa,May 2025,0,0,0
chhattisgarh,jashpur,May 2025,0,0,0
chhattisgarh,kabeerdham,May 2025,0,0,0
chhattisgarh,khairagarh chhuikhadan gandai,May 2025,0,0,0
chhattisgarh,kondagaon,May 2025,0,0,0
chhattisgarh,korba,May 2025,0,0,0
chhattisgarh,korea,May 2025,0,0,0
chhattisgarh,mahasamund,May 2025,0,0,0
chhattisgarh,manendragarh chirmiri bharatpur m c b,May 2025,0,0,0
chhattisgarh,mohla manpur ambagarh chouki,May 2025,0,0,0
chhattisgarh,mungeli,May 2025,0,0,0
chhattisgarh,narayanpur,May 2025,0,0,0
chhattisgarh,raigarh,May 2025,0,0,0
chhattisgarh,raipur,May 2025,0,0,0
chhattisgarh,rajnandgaon,May 2025,0,0,0
chhattisgarh,sakti,May 2025,0,0,0
chhattisgarh,sarangarh bilaigarh,May 2025,0,0,0
chhattisgarh,sukma,May 2025,178,55,19
chhattisgarh,surajpur,May 2025,0,0,0
chhattisgarh,surguja,May 2025,0,0,0
chhattisgarh,uttar bastar kanker,May 2025,0,0,0
delhi,central,May 2025,0,0,0
delhi,east,May 2025,0,0,0
delhi,new delhi,May 2025,0,0,0
delhi,north,May 2025,0,0,0
delhi,north east,May 2025,0,0,0
delhi,north west,May 2025,0,0,0
delhi,shahdara,May 2025,66,47,20
delhi,south,May 2025,0,0,0
delhi,south east,May 2025,0,0,0
delhi,south west,May 2025,0,0,0
delhi,west,May 2025,0,0,0
goa,north goa,May 2025,0,0,0
goa,south goa,May 2025,0,0,0
gujarat,ahmedabad,May 2025,756,347,97
gujarat,amreli,May 2025,0,0,0
gujarat,anand,May 2025,111,22,10
gujarat,arvalli,May 2025,0,0,0
gujarat,banas kantha,May 2025,1146,724,178
gujarat,bharuch,May 2025,303,69,23
gujarat,bhavnagar,May 2025,0,0,0
gujarat,botad,May 2025,0,0,0
gujarat,chhotaudepur,May 2025,127,61,28
gujarat,dahod,May 2025,710,717,653
gujarat,dangs,May 2025,0,0,0
gujarat,devbhumi dwarka,May 2025,167,26,23
gujarat,gandhinagar,May 2025,251,28,16
gujarat,gir somnath,May 2025,181,53,26
gujarat,jamnagar,May 2025,410,77,67
gujarat,junagadh,May 2025,0,0,0
gujarat,kachchh,May 2025,59,79,12
gujarat,kheda,May 2025,89,18,33
gujarat,mahesana,May 2025,178,26,13
gujarat,mahisagar,May 2025,0,0,0
gujarat,morbi,May 2025,389,88,46
gujarat,narmada,May 2025,0,0,0
gujarat,navsari,May 2025,122,21,15
gujarat,panch mahals,May 2025,0,0,0
gujarat,patan,May 2025,225,53,25
gujarat,porbandar,May 2025,0,0,0
gujarat,rajkot,May 2025,1375,312,221
gujarat,sabar kantha,May 2025,0,0,0
gujarat,surat,May 2025,1396,542,48
gujarat,surendranagar,May 2025,0,0,0
gujarat,tapi,May 2025,0,0,0
gujarat,vadodara,May 2025,158,78,10
gujarat,valsad,May 2025,277,101,20
gujarat,vav tharad,May 2025,0,0,0
haryana,ambala,May 2025,0,0,0
haryana,bhiwani,May 2025,0,0,0
haryana,charkhi dadri,May 2025,0,0,0
haryana,faridabad,May 2025,1358,311,32
haryana,fatehabad,May 2025,0,0,0
haryana,gurugram,May 2025,0,0,0
haryana,hisar,May 2025,0,0,0
haryana,jhajjar,May 2025,0,0,0
haryana,jind,May 2025,0,0,0
haryana,kaithal,May 2025,0,0,0
haryana,karnal,May 2025,0,0,0
haryana,kurukshetra,May 2025,0,0,0
haryana,mahendragarh,May 2025,0,0,0
haryana,nuh,May 2025,0,0,0
haryana,palwal,May 2025,0,0,0
haryana,panchkula,May 2025,0,0,0
haryana,panipat,May 2025,0,0,0
haryana,rewari,May 2025,0,0,0
haryana,rohtak,May 2025,0,0,0
haryana,sirsa,May 2025,0,0,0
haryana,sonipat,May 2025,0,0,0
haryana,yamunanagar,May 2025,0,0,0
himachal pradesh,bilaspur,May 2025,0,0,0
himachal pradesh,chamba,May 2025,0,0,0
himachal pradesh,hamirpur,May 2025,0,0,0
himachal pradesh,kangra,May 2025,0,0,0
himachal pradesh,kinnaur,May 2025,0,0,0
himachal pradesh,kullu,May 2025,0,0,0
himachal pradesh,lahaul and spiti,May 2025,0,0,0
himachal pradesh,mandi,May 2025,0,0,0
himachal pradesh,shimla,May 2025,0,0,0
himachal pradesh,sirmaur,May 2025,0,0,0
himachal pradesh,solan,May 2025,0,0,0
himachal pradesh,una,May 2025,0,0,0
jammu and kashmir,anantnag,May 2025,0,0,0
jammu and kashmir,bandipora,May 2025,0,0,0
jammu and kashmir,baramulla,May 2025,136,39,12
jammu and kashmir,budgam,May 2025,0,0,0
jammu and kashmir,doda,May 2025,0,0,0
jammu and kashmir,ganderbal,May 2025,0,0,0
jammu and kashmir,jammu,May 2025,55,16,10
jammu and kashmir,kathua,May 2025,0,0,0
jammu and kashmir,kishtwar,May 2025,0,0,0
jammu and kashmir,kulgam,May 2025,0,0,0
jammu and kashmir,kupwara,May 2025,0,0,0
jammu and kashmir,poonch,May 2025,0,0,0
jammu and kashmir,pulwama,May 2025,0,0,0
jammu and kashmir,rajouri,May 2025,0,0,0
jammu and kashmir,ramban,May 2025,0,0,0
jammu and kashmir,reasi,May 2025,0,0,0
jammu and kashmir,samba,May 2025,0,0,0
jammu and kashmir,shopian,May 2025,0,0,0
jammu and kashmir,srinagar,May 2025,0,0,0
jammu and kashmir,udhampur,May 2025,0,0,0
jharkhand,bokaro,May 2025,0,0,0
jharkhand,chatra,May 2025,0,0,0
jharkhand,deoghar,May 2025,0,0,0
jharkhand,dhanbad,May 2025,0,0,0
jharkhand,dumka,May 2025,0,0,0
jharkhand,east singhbum,May 2025,0,0,0
jharkhand,garhwa,May 2025,0,0,0
jharkhand,giridih,May 2025,0,0,0
jharkhand,godda,May 2025,0,0,0
jharkhand,gumla,May 2025,0,0,0
jharkhand,hazaribagh,May 2025,0,0,0
jharkhand,jamtara,May 2025,0,0,0
jharkhand,khunti,May 2025,0,0,0
jharkhand,koderma,May 2025,0,0,0
jharkhand,latehar,May 2025,0,0,0
jharkhand,lohardaga,May 2025,0,0,0
jharkhand,pakur,May 2025,0,0,0
jharkhand,palamu,May 2025,0,0,0
jharkhand,ramgarh,May 2025,0,0,0
jharkhand,ranchi,May 2025,0,0,0
jharkhand,sahebganj,May 2025,0,0,0
jharkhand,saraikela kharsawan,May 2025,0,0,0
jharkhand,simdega,May 2025,0,0,0
jharkhand,west singhbhum,May 2025,0,0,0
karnataka,bagalkote,May 2025,0,0,0
karnataka,ballari,May 2025,0,0,0
karnataka,belagavi,May 2025,0,0,0
karnataka,bengaluru rural,May 2025,0,0,0
karnataka,bengaluru south,May 2025,0,0,0
karnataka,bengaluru urban,May 2025,0,0,0
karnataka,bidar,May 2025,0,0,0
karnataka,chamarajanagar,May 2025,0,0,0
karnataka,chikkaballapura,May 2025,0,0,0
karnataka,chikkamagaluru,May 2025,0,0,0
karnataka,chitradurga,May 2025,0,0,0
karnataka,dakshina kannada,May 2025,0,0,0
karnataka,davanagere,May 2025,0,0,0
karnataka,dharwad,May 2025,0,0,0
karnataka,gadag,May 2025,0,0,0
karnataka,hassan,May 2025,0,0,0
karnataka,haveri,May 2025,0,0,0
karnataka,kalaburagi,May 2025,0,0,0
karnataka,kodagu,May 2025,0,0,0
karnataka,kolar,May 2025,0,0,0
karnataka,koppal,May 2025,0,0,0
karnataka,mandya,May 2025,0,0,0
karnataka,mysuru,May 2025,0,0,0
karnataka,raichur,May 2025,0,0,0
karnataka,shivamogga,May 2025,0,0,0
karnataka,tumakuru,May 2025,0,0,0
karnataka,udupi,May 2025,0,0,0
karnataka,uttara kannada,May 2025,0,0,0
karnataka,vijayanagara,May 2025,0,0,0
karnataka,vijayapura,May 2025,0,0,0
karnataka,yadgir,May 2025,0,0,0
kerala,alappuzha,May 2025,0,0,0
kerala,ernakulam,May 2025,0,0,0
kerala,idukki,May 2025,0,0,0
kerala,kannur,May 2025,0,0,0
kerala,kasaragod,May 2025,0,0,0
kerala,kollam,May 2025,34,12,10
kerala,kottayam,May 2025,0,0,0
kerala,kozhikode,May 2025,0,0,0
kerala,malappuram,May 2025,135,121,10
kerala,palakkad,May 2025,0,0,0
kerala,pathanamthitta,May 2025,0,0,0
kerala,thiruvananthapuram,May 2025,32,15,11
kerala,thrissur,May 2025,0,0,0
kerala,wayanad,May 2025,0,0,0
ladakh,kargil,May 2025,0,0,0
ladakh,leh ladakh,May 2025,0,0,0
lakshadweep,lakshadweep district,May 2025,0,0,0
madhya pradesh,agar malwa,May 2025,0,0,0
madhya pradesh,alirajpur,May 2025,66,42,25
madhya pradesh,anuppur,May 2025,0,0,0
madhya pradesh,ashoknagar,May 2025,161,40,19
madhya pradesh,balaghat,May 2025,0,0,0
madhya pradesh,barwani,May 2025,2114,1005,55
madhya pradesh,betul,May 2025,0,0,0
madhya pradesh,bhind,May 2025,670,238,48
madhya pradesh,bhopal,May 2025,0,0,0
madhya pradesh,burhanpur,May 2025,724,179,29
madhya pradesh,chhatarpur,May 2025,394,313,30
madhya pradesh,chhindwara,May 2025,0,0,0
madhya pradesh,damoh,May 2025,0,0,0
madhya pradesh,datia,May 2025,0,0,0
madhya pradesh,dewas,May 2025,518,87,17
madhya pradesh,dhar,May 2025,0,0,0
madhya pradesh,dindori,May 2025,0,0,0
madhya pradesh,guna,May 2025,0,0,0
madhya pradesh,gwalior,May 2025,338,108,18
madhya pradesh,harda,May 2025,0,0,0
madhya pradesh,indore,May 2025,519,111,18
madhya pradesh,jabalpur,May 2025,0,0,0
madhya pradesh,jhabua,May 2025,308,316,10
madhya pradesh,katni,May 2025,0,0,0
madhya pradesh,khandwa east nimar,May 2025,0,0,0
madhya pradesh,khargone west nimar,May 2025,0,0,0
madhya pradesh,maihar,May 2025,0,0,0
madhya pradesh,mandla,May 2025,0,0,0
madhya pradesh,mandsaur,May 2025,0,0,0
madhya pradesh,mauganj,May 2025,0,0,0
madhya pradesh,morena,May 2025,709,313,44
madhya pradesh,narmadapuram,May 2025,0,0,0
madhya pradesh,narsimhapur,May 2025,0,0,0
madhya pradesh,neemuch,May 2025,0,0,0
madhya pradesh,niwari,May 2025,0,0,0
madhya pradesh,pandhurna,May 2025,0,0,0
madhya pradesh,panna,May 2025,140,71,13
madhya pradesh,raisen,May 2025,0,0,0
madhya pradesh,rajgarh,May 2025,0,0,0
madhya pradesh,ratlam,May 2025,0,0,0
madhya pradesh,rewa,May 2025,0,0,0
madhya pradesh,sagar,May 2025,0,0,0
madhya pradesh,satna,May 2025,0,0,0
madhya pradesh,sehore,May 2025,0,0,0
madhya pradesh,seoni,May 2025,0,0,0
madhya pradesh,shahdol,May 2025,0,0,0
madhya pradesh,shajapur,May 2025,0,0,0
madhya pradesh,sheopur,May 2025,0,0,0
madhya pradesh,shivpuri,May 2025,0,0,0
madhya pradesh,sidhi,May 2025,0,0,0
madhya pradesh,singrauli,May 2025,0,0,0
madhya pradesh,tikamgarh,May 2025,0,0,0
madhya pradesh,ujjain,May 2025,0,0,0
madhya pradesh,umaria,May 2025,0,0,0
madhya pradesh,vidisha,May 2025,209,43,15
maharashtra,ahilyanagar,May 2025,0,0,0
maharashtra,akola,May 2025,0,0,0
maharashtra,amravati,May 2025,0,0,0
maharashtra,beed,May 2025,366,63,15
maharashtra,bhandara,May 2025,0,0,0
maharashtra,buldhana,May 2025,0,0,0
maharashtra,chandrapur,May 2025,0,0,0
maharashtra,chhatrapati sambhajinagar,May 2025,0,0,0
maharashtra,dharashiv,May 2025,0,0,0
maharashtra,dhule,May 2025,118,46,18
maharashtra,gadchiroli,May 2025,0,0,0
maharashtra,gondia,May 2025,0,0,0
maharashtra,hingoli,May 2025,246,31,34
maharashtra,jalgaon,May 2025,506,92,43
maharashtra,jalna,May 2025,0,0,0
maharashtra,kolhapur,May 2025,0,0,0
maharashtra,latur,May 2025,0,0,0
maharashtra,mumbai,May 2025,0,0,0
maharashtra,mumbai suburban,May 2025,882,457,230
maharashtra,nagpur,May 2025,243,28,22
maharashtra,nanded,May 2025,383,80,39
maharashtra,nandurbar,May 2025,251,134,21
maharashtra,nashik,May 2025,97,14,45
maharashtra,palghar,May 2025,162,155,14
maharashtra,parbhani,May 2025,425,90,32
maharashtra,pune,May 2025,328,97,61
maharashtra,raigad,May 2025,0,0,0
maharashtra,ratnagiri,May 2025,0,0,0
maharashtra,sangli,May 2025,160,45,20
maharashtra,satara,May 2025,150,32,10
maharashtra,sindhudurg,May 2025,0,0,0
maharashtra,solapur,May 2025,473,97,51
maharashtra,thane,May 2025,1437,799,96
maharashtra,wardha,May 2025,0,0,0
maharashtra,washim,May 2025,198,20,10
maharashtra,yavatmal,May 2025,281,72,30
manipur,bishnupur,May 2025,76,79,30
manipur,chandel,May 2025,0,0,0
manipur,churachandpur,May 2025,0,0,0
manipur,imphal east,May 2025,0,0,0
manipur,imphal west,May 2025,44,37,25
manipur,jiribam,May 2025,0,0,0
manipur,kakching,May 2025,0,0,0
manipur,kamjong,May 2025,0,0,0
manipur,kangpokpi,May 2025,0,0,0
manipur,noney,May 2025,0,0,0
manipur,pherzawl,May 2025,0,0,0
manipur,senapati,May 2025,0,0,0
manipur,tamenglong,May 2025,0,0,0
manipur,tengnoupal,May 2025,0,0,0
manipur,thoubal,May 2025,0,0,0
manipur,ukhrul,May 2025,0,0,0
meghalaya,east garo hills,May 2025,180,448,267
meghalaya,east jaintia hills,May 2025,125,248,256
meghalaya,east khasi hills,May 2025,768,2259,1867
meghalaya,eastern west khasi hills,May 2025,0,0,0
meghalaya,north garo hills,May 2025,65,168,91
meghalaya,ri bhoi,May 2025,243,733,633
meghalaya,south garo hills,May 2025,105,388,192
meghalaya,south west garo hills,May 2025,392,240,167
meghalaya,south west khasi hills,May 2025,135,192,200
meghalaya,west garo hills,May 2025,683,994,708
meghalaya,west jaintia hills,May 2025,558,909,734
meghalaya,west khasi hills,May 2025,406,1103,923
mizoram,aizawl,May 2025,0,0,0
mizoram,champhai,May 2025,0,0,0
mizoram,hnahthial,May 2025,0,0,0
mizoram,khawzawl,May 2025,0,0,0
mizoram,kolasib,May 2025,0,0,0
mizoram,lawngtlai,May 2025,280,62,29
mizoram,lunglei,May 2025,136,31,16
mizoram,mamit,May 2025,0,0,0
mizoram,saitual,May 2025,0,0,0
mizoram,serchhip,May 2025,0,0,0
mizoram,siaha,May 2025,0,0,0
nagaland,chumoukedima,May 2025,0,0,0
nagaland,dimapur,May 2025,155,207,22
nagaland,kiphire,May 2025,0,0,0
nagaland,kohima,May 2025,0,0,0
nagaland,longleng,May 2025,0,0,0
nagaland,meluri,May 2025,0,0,0
nagaland,mokokchung,May 2025,0,0,0
nagaland,mon,May 2025,0,0,0
nagaland,niuland,May 2025,0,0,0
nagaland,noklak,May 2025,0,0,0
nagaland,peren,May 2025,148,119,15
nagaland,phek,May 2025,0,0,0
nagaland,shamator,May 2025,0,0,0
nagaland,tseminyu,May 2025,0,0,0
nagaland,tuensang,May 2025,0,0,0
nagaland,wokha,May 2025,0,0,0
nagaland,zunheboto,May 2025,0,0,0
odisha,angul,May 2025,0,0,0
odisha,balangir,May 2025,0,0,0
odisha,balasore,May 2025,0,0,0
odisha,bargarh,May 2025,0,0,0
odisha,bhadrak,May 2025,0,0,0
odisha,boudh,May 2025,0,0,0
odisha,cuttack,May 2025,0,0,0
odisha,deogarh,May 2025,0,0,0
odisha,dhenkanal,May 2025,0,0,0
odisha,gajapati,May 2025,0,0,0
odisha,ganjam,May 2025,0,0,0
odisha,jagatsinghapur,May 2025,0,0,0
odisha,jajpur,May 2025,0,0,0
odisha,jharsuguda,May 2025,0,0,0
odisha,kalahandi,May 2025,0,0,0
odisha,kandhamal,May 2025,0,0,0
odisha,kendrapara,May 2025,0,0,0
odisha,keonjhar,May 2025,0,0,0
odisha,khordha,May 2025,0,0,0
odisha,koraput,May 2025,0,0,0
odisha,malkangiri,May 2025,0,0,0
odisha,mayurbhanj,May 2025,0,0,0
odisha,nabarangpur,May 2025,0,0,0
odisha,nayagarh,May 2025,0,0,0
odisha,nuapada,May 2025,0,0,0
odisha,puri,May 2025,0,0,0
odisha,rayagada,May 2025,0,0,0
odisha,sambalpur,May 2025,0,0,0
odisha,sonepur,May 2025,0,0,0
odisha,sundargarh,May 2025,0,0,0
puducherry,karaikal,May 2025,0,0,0
puducherry,puducherry,May 2025,0,0,0
punjab,amritsar,May 2025,664,284,26
punjab,barnala,May 2025,0,0,0
punjab,bathinda,May 2025,0,0,0
punjab,faridkot,May 2025,0,0,0
punjab,fatehgarh sahib,May 2025,0,0,0
punjab,fazilka,May 2025,0,0,0
punjab,ferozepur,May 2025,0,0,0
punjab,gurdaspur,May 2025,114,20,13
punjab,hoshiarpur,May 2025,197,48,18
punjab,jalandhar,May 2025,0,0,0
punjab,kapurthala,May 2025,233,67,96
punjab,ludhiana,May 2025,876,458,49
punjab,malerkotla,May 2025,0,0,0
punjab,mansa,May 2025,0,0,0
punjab,moga,May 2025,0,0,0
punjab,pathankot,May 2025,0,0,0
punjab,patiala,May 2025,456,125,23
punjab,rupnagar,May 2025,0,0,0
punjab,s a s nagar,May 2025,0,0,0
punjab,sangrur,May 2025,0,0,0
punjab,shahid bhagat singh nagar,May 2025,0,0,0
punjab,sri muktsar sahib,May 2025,0,0,0
punjab,tarn taran,May 2025,0,0,0
rajasthan,ajmer,May 2025,0,0,0
rajasthan,alwar,May 2025,610,179,10
rajasthan,balotra,May 2025,0,0,0
rajasthan,banswara,May 2025,0,0,0
rajasthan,baran,May 2025,0,0,0
rajasthan,barmer,May 2025,0,0,0
rajasthan,beawar,May 2025,0,0,0
rajasthan,bharatpur,May 2025,0,0,0
rajasthan,bhilwara,May 2025,0,0,0
rajasthan,bikaner,May 2025,421,164,20
rajasthan,bundi,May 2025,0,0,0
rajasthan,chittorgarh,May 2025,0,0,0
rajasthan,churu,May 2025,0,0,0
rajasthan,dausa,May 2025,0,0,0
rajasthan,deeg,May 2025,0,0,0
rajasthan,dholpur,May 2025,0,0,0
rajasthan,didwana kuchaman,May 2025,0,0,0
rajasthan,dungarpur,May 2025,0,0,0
rajasthan,ganganagar,May 2025,0,0,0
rajasthan,hanumangarh,May 2025,0,0,0
rajasthan,jaipur,May 2025,120,70,10
rajasthan,jaisalmer,May 2025,0,0,0
rajasthan,jalore,May 2025,0,0,0
rajasthan,jhalawar,May 2025,0,0,0
rajasthan,jhunjhunu,May 2025,0,0,0
rajasthan,jodhpur,May 2025,595,190,15
rajasthan,karauli,May 2025,0,0,0
rajasthan,khairthal tijara,May 2025,0,0,0
rajasthan,kota,May 2025,0,0,0
rajasthan,kotputli behror,May 2025,0,0,0
rajasthan,nagaur,May 2025,0,0,0
rajasthan,pali,May 2025,0,0,0
rajasthan,phalodi,May 2025,0,0,0
rajasthan,pratapgarh,May 2025,0,0,0
rajasthan,rajsamand,May 2025,0,0,0
rajasthan,salumbar,May 2025,0,0,0
rajasthan,sawai madhopur,May 2025,0,0,0
rajasthan,sikar,May 2025,0,0,0
rajasthan,sirohi,May 2025,246,301,10
rajasthan,tonk,May 2025,0,0,0
rajasthan,udaipur,May 2025,0,0,0
sikkim,gangtok,May 2025,0,0,0
sikkim,gyalshing,May 2025,0,0,0
sikkim,mangan,May 2025,0,0,0
sikkim,namchi,May 2025,0,0,0
sikkim,pakyong,May 2025,0,0,0
sikkim,soreng,May 2025,0,0,0
tamil nadu,ariyalur,May 2025,0,0,0
tamil nadu,chengalpattu,May 2025,0,0,0
tamil nadu,chennai,May 2025,0,0,0
tamil nadu,coimbatore,May 2025,59,19,11
tamil nadu,cuddalore,May 2025,120,11,10
tamil nadu,dharmapuri,May 2025,0,0,0
tamil nadu,dindigul,May 2025,0,0,0
tamil nadu,erode,May 2025,0,0,0
tamil nadu,kallakurichi,May 2025,0,0,0
tamil nadu,kancheepuram,May 2025,0,0,0
tamil nadu,kanniyakumari,May 2025,0,0,0
tamil nadu,karur,May 2025,0,0,0
tamil nadu,krishnagiri,May 2025,0,0,0
tamil nadu,madurai,May 2025,0,0,0
tamil nadu,mayiladuthurai,May 2025,0,0,0
tamil nadu,nagapattinam,May 2025,0,0,0
tamil nadu,namakkal,May 2025,0,0,0
tamil nadu,perambalur,May 2025,0,0,0
tamil nadu,pudukkottai,May 2025,143,34,13
tamil nadu,ramanathapuram,May 2025,0,0,0
tamil nadu,ranipet,May 2025,0,0,0
tamil nadu,salem,May 2025,0,0,0
tamil nadu,sivaganga,May 2025,0,0,0
tamil nadu,tenkasi,May 2025,0,0,0
tamil nadu,thanjavur,May 2025,0,0,0
tamil nadu,the nilgiris,May 2025,0,0,0
tamil nadu,theni,May 2025,0,0,0
tamil nadu,thiruvallur,May 2025,0,0,0
tamil nadu,thiruvarur,May 2025,0,0,0
tamil nadu,thoothukkudi,May 2025,0,0,0
tamil nadu,tiruchirappalli,May 2025,0,0,0
tamil nadu,tirunelveli,May 2025,0,0,0
tamil nadu,tirupathur,May 2025,0,0,0
tamil nadu,tiruppur,May 2025,0,0,0
tamil nadu,tiruvannamalai,May 2025,0,0,0
tamil nadu,vellore,May 2025,0,0,0
tamil nadu,viluppuram,May 2025,0,0,0
tamil nadu,virudhunagar,May 2025,0,0,0
telangana,adilabad,May 2025,0,0,0
telangana,bhadradri kothagudem,May 2025,0,0,0
telangana,hanumakonda,May 2025,0,0,0
telangana,hyderabad,May 2025,736,154,21
telangana,jagitial,May 2025,0,0,0
telangana,jangoan,May 2025,0,0,0
telangana,jayashankar bhupalapally,May 2025,0,0,0
telangana,jogulamba gadwal,May 2025,0,0,0
telangana,kamareddy,May 2025,0,0,0
telangana,karimnagar,May 2025,0,0,0
telangana,khammam,May 2025,0,0,0
telangana,kumuram bheem asifabad,May 2025,0,0,0
telangana,mahabubabad,May 2025,0,0,0
telangana,mahabubnagar,May 2025,0,0,0
telangana,mancherial,May 2025,0,0,0
telangana,medak,May 2025,0,0,0
telangana,medchal malkajgiri,May 2025,0,0,0
telangana,mulugu,May 2025,0,0,0
telangana,nagarkurnool,May 2025,0,0,0
telangana,nalgonda,May 2025,0,0,0
telangana,narayanpet,May 2025,0,0,0
telangana,nirmal,May 2025,0,0,0
telangana,nizamabad,May 2025,0,0,0
telangana,peddapalli,May 2025,0,0,0
telangana,rajanna sircilla,May 2025,0,0,0
telangana,ranga reddy,May 2025,0,0,0
telangana,sangareddy,May 2025,0,0,0
telangana,siddipet,May 2025,0,0,0
telangana,suryapet,May 2025,0,0,0
telangana,vikarabad,May 2025,0,0,0
telangana,wanaparthy,May 2025,0,0,0
telangana,warangal,May 2025,0,0,0
telangana,yadadri bhuvanagiri,May 2025,0,0,0
the dadra and nagar haveli and daman and diu,dadra and nagar haveli,May 2025,0,0,0
the dadra and nagar haveli and daman and diu,daman,May 2025,0,0,0
the dadra and nagar haveli and daman and diu,diu,May 2025,0,0,0
tripura,dhalai,May 2025,0,0,0
tripura,gomati,May 2025,0,0,0
tripura,khowai,May 2025,0,0,0
tripura,north tripura,May 2025,0,0,0
tripura,sepahijala,May 2025,0,0,0
tripura,south tripura,May 2025,0,0,0
tripura,unakoti,May 2025,0,0,0
tripura,west tripura,May 2025,0,0,0
uttar pradesh,agra,May 2025,1550,967,60
uttar pradesh,aligarh,May 2025,1564,1159,103
uttar pradesh,ambedkar nagar,May 2025,0,0,0
uttar pradesh,amethi,May 2025,0,0,0
uttar pradesh,amroha,May 2025,0,0,0
uttar pradesh,auraiya,May 2025,0,0,0
uttar pradesh,ayodhya,May 2025,0,0,0
uttar pradesh,azamgarh,May 2025,0,0,0
uttar pradesh,baghpat,May 2025,0,0,0
uttar pradesh,bahraich,May 2025,1485,1891,193
uttar pradesh,ballia,May 2025,0,0,0
uttar pradesh,balrampur,May 2025,0,0,0
uttar pradesh,banda,May 2025,730,804,70
uttar pradesh,bara banki,May 2025,0,0,0
uttar pradesh,bareilly,May 2025,1306,574,49
uttar pradesh,basti,May 2025,0,0,0
uttar pradesh,bhadohi,May 2025,0,0,0
uttar pradesh,bijnor,May 2025,1351,432,39
uttar pradesh,budaun,May 2025,222,228,11
uttar pradesh,bulandshahr,May 2025,0,0,0
uttar pradesh,chandauli,May 2025,214,191,14
uttar pradesh,chitrakoot,May 2025,0,0,0
uttar pradesh,deoria,May 2025,384,503,20
uttar pradesh,etah,May 2025,1092,457,48
uttar pradesh,etawah,May 2025,0,0,0
uttar pradesh,farrukhabad,May 2025,0,0,0
uttar pradesh,fatehpur,May 2025,274,224,11
uttar pradesh,firozabad,May 2025,0,0,0
uttar pradesh,gautam buddha nagar,May 2025,867,915,52
uttar pradesh,ghaziabad,May 2025,882,747,37
uttar pradesh,ghazipur,May 2025,0,0,0
uttar pradesh,gonda,May 2025,0,0,0
uttar pradesh,gorakhpur,May 2025,129,352,41
uttar pradesh,hamirpur,May 2025,0,0,0
