month,state_norm,district_resolved,age_0_5,age_5_17,age_18_greater
June 2025,telangana,hyderabad,690,479,49
June 2025,telangana,medchal malkajgiri,159,119,20
June 2025,tripura,dhalai,60,87,20
June 2025,uttar pradesh,agra,1775,1860,154
June 2025,uttar pradesh,aligarh,1247,1291,97
June 2025,uttar pradesh,amroha,329,240,10
June 2025,uttar pradesh,ayodhya,38,32,12
June 2025,uttar pradesh,azamgarh,109,333,10
June 2025,uttar pradesh,baghpat,61,171,12
June 2025,uttar pradesh,bahraich,1183,2599,287
June 2025,uttar pradesh,balrampur,150,497,16
June 2025,uttar pradesh,banda,324,451,12
June 2025,uttar pradesh,bareilly,1242,1198,75
June 2025,uttar pradesh,budaun,210,353,12
June 2025,uttar pradesh,bulandshahr,166,297,14
June 2025,uttar pradesh,chandauli,138,314,15
June 2025,uttar pradesh,farrukhabad,73,102,11
June 2025,uttar pradesh,fatehpur,251,344,14
June 2025,uttar pradesh,firozabad,1568,809,21
June 2025,uttar pradesh,gautam buddha nagar,805,1017,87
June 2025,uttar pradesh,ghaziabad,1145,1293,42
June 2025,uttar pradesh,gorakhpur,213,572,41
June 2025,uttar pradesh,hardoi,1123,1368,44
June 2025,uttar pradesh,hathras,174,282,12
June 2025,uttar pradesh,jalaun,228,277,16
June 2025,uttar pradesh,kanpur nagar,347,597,39
June 2025,uttar pradesh,kheri,358,491,33
June 2025,uttar pradesh,lucknow,81,123,19
June 2025,uttar pradesh,mahrajganj,95,362,31
June 2025,uttar pradesh,mainpuri,327,443,13
June 2025,uttar pradesh,mathura,467,890,32
June 2025,uttar pradesh,meerut,79,168,10
June 2025,uttar pradesh,moradabad,1067,731,28
June 2025,uttar pradesh,pilibhit,1026,628,25
June 2025,uttar pradesh,rampur,694,751,21
June 2025,uttar pradesh,saharanpur,929,585,14
June 2025,uttar pradesh,shahjahanpur,736,918,55
June 2025,uttar pradesh,shrawasti,326,564,49
June 2025,uttar pradesh,sitapur,998,1134,87
June 2025,uttar pradesh,sultanpur,130,223,10
June 2025,uttar pradesh,unnao,497,892,57
June 2025,uttar pradesh,varanasi,297,602,15
June 2025,uttarakhand,dehradun,160,80,54
June 2025,west bengal,alipurduar,207,352,74
June 2025,west bengal,birbhum,139,65,17
June 2025,west bengal,darjeeling,203,316,166
June 2025,west bengal,jalpaiguri,74,176,65
June 2025,west bengal,kolkata,221,328,87
June 2025,west bengal,malda,115,127,10
June 2025,west bengal,nadia,280,176,72
June 2025,west bengal,north parganas,540,399,111
June 2025,west bengal,purba bardhaman,28,18,12
June 2025,west bengal,uttar dinajpur,1295,1253,118
July 2025,andhra pradesh,prakasam,91,108,38
July 2025,arunachal pradesh,longding,46,322,33
July 2025,arunachal pradesh,west kameng,43,30,10
July 2025,assam,baksa,110,71,39
July 2025,assam,barpeta,3310,895,184
July 2025,assam,bongaigaon,236,51,16
July 2025,assam,cachar,4026,1357,490
July 2025,assam,chirang,893,364,52
July 2025,assam,darrang,190,56,11
July 2025,assam,dhemaji,1625,576,337
July 2025,assam,dhubri,774,306,27
July 2025,assam,dibrugarh,1455,488,541
July 2025,assam,dima hasao,83,51,14
July 2025,assam,goalpara,2119,590,189
July 2025,assam,golaghat,1617,1002,850
July 2025,assam,hailakandi,683,287,46
July 2025,assam,hojai,1750,350,23
July 2025,assam,jorhat,633,323,415
July 2025,assam,kamrup,2813,736,255
July 2025,assam,kamrup metro,259,168,82
July 2025,assam,kokrajhar,284,173,119
July 2025,assam,lakhimpur,536,216,159
July 2025,assam,majuli,154,45,11
July 2025,assam,marigaon,1737,646,123
July 2025,assam,nagaon,1553,735,132
July 2025,assam,sivasagar,167,80,95
July 2025,assam,sonitpur,641,279,110
July 2025,assam,tinsukia,1074,827,606
July 2025,assam,west karbi anglong,116,148,118
July 2025,bihar,araria,166,108,14
July 2025,bihar,arwal,60,432,13
July 2025,bihar,banka,148,269,11
July 2025,bihar,begusarai,377,372,13
July 2025,bihar,bhagalpur,184,358,15
July 2025,bihar,bhojpur,184,626,13
July 2025,bihar,gaya,546,2601,65
July 2025,bihar,gopalganj,882,1961,48
July 2025,bihar,jehanabad,27,219,10
July 2025,bihar,kaimur bhabua,264,420,10
July 2025,bihar,lakhisarai,607,972,29
July 2025,bihar,madhubani,858,1181,102
July 2025,bihar,munger,241,445,13
July 2025,bihar,muzaffarpur,892,1217,40
July 2025,bihar,nalanda,434,1587,37
July 2025,bihar,nawada,616,2933,123
July 2025,bihar,pashchim champaran,3018,6314,310
July 2025,bihar,patna,508,1551,51
July 2025,bihar,purbi champaran,2391,5516,430
July 2025,bihar,purnia,872,1017,35
July 2025,bihar,saharsa,569,627,42
July 2025,bihar,samastipur,513,488,13
July 2025,bihar,saran,607,1872,52
July 2025,bihar,sitamarhi,3852,4519,746
July 2025,bihar,siwan,192,414,12
July 2025,chhattisgarh,bijapur,802,346,243
July 2025,chhattisgarh,bilaspur,1156,309,11
July 2025,chhattisgarh,durg,385,94,16
July 2025,chhattisgarh,gaurela pendra marwahi,220,105,27
July 2025,chhattisgarh,raigarh,1318,181,23
July 2025,chhattisgarh,sukma,151,178,34
July 2025,delhi,new delhi,581,354,156
July 2025,delhi,shahdara,545,239,15
July 2025,goa,north goa,21,10,11
July 2025,gujarat,ahmedabad,3111,1979,216
July 2025,gujarat,amreli,558,151,60
July 2025,gujarat,anand,802,192,115
July 2025,gujarat,arvalli,476,103,22
July 2025,gujarat,banas kantha,3990,4787,451
July 2025,gujarat,bhavnagar,1614,403,127
July 2025,gujarat,botad,800,246,44
July 2025,gujarat,chhotaudepur,815,816,231
July 2025,gujarat,dangs,309,107,92
July 2025,gujarat,devbhumi dwarka,359,163,55
July 2025,gujarat,gandhinagar,322,96,129
July 2025,gujarat,gir somnath,1000,287,57
July 2025,gujarat,jamnagar,764,195,55
July 2025,gujarat,kachchh,870,944,115
July 2025,gujarat,kheda,444,200,38
July 2025,gujarat,mahesana,821,269,67
July 2025,gujarat,mahisagar,369,162,33
July 2025,gujarat,morbi,1789,825,215
July 2025,gujarat,navsari,191,47,19
July 2025,gujarat,panch mahals,789,434,100
July 2025,gujarat,patan,1741,1178,232
July 2025,gujarat,porbandar,450,89,56
July 2025,gujarat,rajkot,2567,1437,200
July 2025,gujarat,sabar kantha,951,1169,157
July 2025,gujarat,surat,2694,1581,81
July 2025,gujarat,surendranagar,658,574,78
July 2025,gujarat,vadodara,507,217,60
July 2025,gujarat,valsad,581,261,30
July 2025,haryana,faridabad,2678,733,54
July 2025,haryana,gurugram,1252,399,113
July 2025,haryana,panipat,1344,169,10
July 2025,himachal pradesh,kullu,57,24,33
July 2025,jammu and kashmir,doda,261,260,17
July 2025,jammu and kashmir,shopian,308,84,20
July 2025,jharkhand,chatra,330,161,10
July 2025,jharkhand,dhanbad,782,722,34
July 2025,jharkhand,dumka,61,117,10
July 2025,jharkhand,east singhbum,1028,646,66
July 2025,jharkhand,giridih,871,921,27
July 2025,jharkhand,gumla,383,286,23
July 2025,jharkhand,khunti,146,196,14
July 2025,jharkhand,pakur,994,1023,11
July 2025,jharkhand,ranchi,792,682,121
July 2025,jharkhand,west singhbhum,320,440,16
July 2025,karnataka,bengaluru rural,927,417,310
July 2025,karnataka,bengaluru urban,6740,3752,1727
July 2025,karnataka,bidar,107,52,10
July 2025,karnataka,mysuru,349,138,80
July 2025,karnataka,vijayapura,363,77,10
July 2025,kerala,ernakulam,87,111,26
July 2025,kerala,kannur,17,38,15
July 2025,kerala,thiruvananthapuram,54,67,59
July 2025,madhya pradesh,alirajpur,498,884,93
July 2025,madhya pradesh,ashoknagar,1157,915,71
July 2025,madhya pradesh,balaghat,288,40,10
July 2025,madhya pradesh,barwani,3561,3348,310
July 2025,madhya pradesh,betul,713,212,43
July 2025,madhya pradesh,bhind,2108,1743,204
July 2025,madhya pradesh,bhopal,918,198,17
July 2025,madhya pradesh,burhanpur,1706,1124,146
July 2025,madhya pradesh,chhatarpur,1628,1844,114
July 2025,madhya pradesh,datia,435,384,20
July 2025,madhya pradesh,dewas,544,292,13
July 2025,madhya pradesh,dhar,518,380,24
July 2025,madhya pradesh,guna,637,423,12
July 2025,madhya pradesh,gwalior,2413,1821,175
July 2025,madhya pradesh,indore,3340,1547,107
July 2025,madhya pradesh,jabalpur,361,87,14
July 2025,madhya pradesh,jhabua,908,1760,93
July 2025,madhya pradesh,katni,441,264,12
July 2025,madhya pradesh,morena,3228,2669,176
July 2025,madhya pradesh,panna,301,173,13
July 2025,madhya pradesh,sagar,1201,320,51
July 2025,madhya pradesh,satna,488,121,20
July 2025,madhya pradesh,sehore,1151,496,26
July 2025,madhya pradesh,sheopur,757,969,27
July 2025,madhya pradesh,shivpuri,617,705,42
July 2025,madhya pradesh,vidisha,1227,626,58
July 2025,maharashtra,akola,390,205,42
July 2025,maharashtra,amravati,523,148,13
July 2025,maharashtra,beed,1472,739,72
July 2025,maharashtra,buldhana,1103,276,83
July 2025,maharashtra,chandrapur,306,86,11
July 2025,maharashtra,dhule,1410,1107,127
July 2025,maharashtra,hingoli,2245,649,112
July 2025,maharashtra,jalgaon,1065,343,55
July 2025,maharashtra,latur,566,225,28
July 2025,maharashtra,mumbai,537,344,50
July 2025,maharashtra,mumbai suburban,3187,2177,207
July 2025,maharashtra,nagpur,904,225,37
July 2025,maharashtra,nanded,1295,462,46
July 2025,maharashtra,nandurbar,2031,994,75
July 2025,maharashtra,nashik,2729,1775,111
July 2025,maharashtra,palghar,584,607,26
July 2025,maharashtra,pune,3645,1552,291
July 2025,maharashtra,raigad,845,296,25
July 2025,maharashtra,sangli,958,588,48
July 2025,maharashtra,satara,327,116,16
July 2025,maharashtra,solapur,355,172,34
July 2025,maharashtra,thane,4036,3165,142
July 2025,maharashtra,washim,378,68,11
July 2025,maharashtra,yavatmal,858,405,39
July 2025,manipur,churachandpur,348,1265,13
July 2025,meghalaya,east garo hills,73,606,387
July 2025,meghalaya,east jaintia hills,200,571,516
July 2025,meghalaya,east khasi hills,756,3426,2404
July 2025,meghalaya,north garo hills,22,97,125
July 2025,meghalaya,ri bhoi,318,1160,946
July 2025,meghalaya,south garo hills,44,206,236
July 2025,meghalaya,south west garo hills,370,272,173
July 2025,meghalaya,south west khasi hills,137,283,326
July 2025,meghalaya,west garo hills,893,1870,1534
July 2025,meghalaya,west jaintia hills,224,1089,883
July 2025,meghalaya,west khasi hills,442,1998,1179
July 2025,mizoram,champhai,95,57,20
July 2025,mizoram,kolasib,44,21,20
July 2025,mizoram,lawngtlai,240,59,31
July 2025,mizoram,lunglei,83,32,20
July 2025,nagaland,dimapur,246,456,82
July 2025,nagaland,kiphire,46,233,26
July 2025,nagaland,kohima,74,154,11
July 2025,nagaland,longleng,47,284,20
July 2025,nagaland,mokokchung,73,134,13
July 2025,nagaland,mon,258,676,69
July 2025,nagaland,peren,36,105,18
July 2025,nagaland,tuensang,96,385,30
July 2025,nagaland,wokha,40,191,17
July 2025,nagaland,zunheboto,48,277,24
July 2025,odisha,khordha,37,37,13
July 2025,odisha,nabarangpur,327,103,12
July 2025,punjab,amritsar,1293,400,24
July 2025,punjab,gurdaspur,549,99,10
July 2025,punjab,hoshiarpur,277,66,22
July 2025,punjab,kapurthala,324,74,177
July 2025,punjab,ludhiana,2012,1133,221
July 2025,punjab,patiala,766,237,18
July 2025,punjab,s a s nagar,300,89,34
July 2025,punjab,tarn taran,341,34,11
July 2025,rajasthan,ajmer,673,241,18
July 2025,rajasthan,alwar,1837,879,41
July 2025,rajasthan,baran,336,91,10
July 2025,rajasthan,bharatpur,1219,758,21
July 2025,rajasthan,bhilwara,477,332,22
July 2025,rajasthan,bikaner,763,452,30
July 2025,rajasthan,bundi,121,85,17
July 2025,rajasthan,chittorgarh,835,701,40
July 2025,rajasthan,churu,1072,1028,50
July 2025,rajasthan,dholpur,467,247,13
July 2025,rajasthan,hanumangarh,456,284,11
July 2025,rajasthan,jaipur,2242,1110,86
July 2025,rajasthan,jalore,296,181,13
July 2025,rajasthan,jodhpur,1722,828,66
July 2025,rajasthan,karauli,612,323,11
July 2025,rajasthan,nagaur,870,660,21
July 2025,rajasthan,sawai madhopur,593,307,10
July 2025,rajasthan,sikar,461,178,11
July 2025,rajasthan,sirohi,1174,1471,72
July 2025,rajasthan,tonk,635,332,19
July 2025,rajasthan,udaipur,511,323,21
July 2025,tamil nadu,chengalpattu,138,62,26
July 2025,tamil nadu,chennai,231,136,33
July 2025,tamil nadu,thiruvallur,261,75,10
July 2025,telangana,bhadradri kothagudem,507,109,23
July 2025,telangana,hyderabad,5199,1820,233
July 2025,telangana,medchal malkajgiri,250,146,10
July 2025,telangana,ranga reddy,181,93,10
July 2025,tripura,gomati,69,45,10
July 2025,tripura,north tripura,124,75,17
July 2025,tripura,sepahijala,166,144,15
July 2025,uttar pradesh,agra,2371,2123,75
July 2025,uttar pradesh,aligarh,3024,3256,128
July 2025,uttar pradesh,ayodhya,262,324,17
July 2025,uttar pradesh,azamgarh,1034,2456,77
July 2025,uttar pradesh,baghpat,118,280,15
July 2025,uttar pradesh,bahraich,3919,6096,532
July 2025,uttar pradesh,balrampur,500,1822,58
July 2025,uttar pradesh,banda,401,753,11
July 2025,uttar pradesh,bareilly,1671,1356,45
July 2025,uttar pradesh,budaun,1617,1656,53
July 2025,uttar pradesh,bulandshahr,604,749,11
July 2025,uttar pradesh,chandauli,609,949,47
July 2025,uttar pradesh,deoria,130,240,11
July 2025,uttar pradesh,etah,2059,1625,48
July 2025,uttar pradesh,etawah,551,456,16
July 2025,uttar pradesh,fatehpur,1271,1283,86
July 2025,uttar pradesh,firozabad,1940,1040,10
July 2025,uttar pradesh,gautam buddha nagar,1392,1633,150
July 2025,uttar pradesh,ghaziabad,1776,1881,59
July 2025,uttar pradesh,gonda,1120,1506,96
July 2025,uttar pradesh,gorakhpur,1187,2262,130
July 2025,uttar pradesh,hapur,1010,770,11
July 2025,uttar pradesh,hardoi,4089,4330,75
July 2025,uttar pradesh,jaunpur,262,766,38
July 2025,uttar pradesh,jhansi,78,76,13
July 2025,uttar pradesh,kannauj,425,628,29
July 2025,uttar pradesh,kanpur dehat,803,1060,48
July 2025,uttar pradesh,kanpur nagar,1289,1946,85
July 2025,uttar pradesh,kasganj,1047,1168,33
July 2025,uttar pradesh,kaushambi,583,509,21
July 2025,uttar pradesh,kheri,2068,2463,98
July 2025,uttar pradesh,kushinagar,779,777,14
July 2025,uttar pradesh,lucknow,1340,1322,88
July 2025,uttar pradesh,mahrajganj,1186,2920,103
July 2025,uttar pradesh,mainpuri,958,1349,56
July 2025,uttar pradesh,mathura,133,151,10
July 2025,uttar pradesh,meerut,2293,1831,60
July 2025,uttar pradesh,moradabad,2722,1295,34
July 2025,uttar pradesh,muzaffarnagar,1025,604,32
July 2025,uttar pradesh,pilibhit,1622,1108,36
July 2025,uttar pradesh,prayagraj,503,540,23
July 2025,uttar pradesh,rampur,3375,2652,127
July 2025,uttar pradesh,saharanpur,2054,852,14
July 2025,uttar pradesh,sambhal,339,200,11
July 2025,uttar pradesh,shahjahanpur,4039,3765,121
July 2025,uttar pradesh,shrawasti,541,1006,49
July 2025,uttar pradesh,sitapur,4236,3712,168
July 2025,uttar pradesh,sultanpur,471,652,41
July 2025,uttar pradesh,unnao,1408,1887,49
July 2025,uttar pradesh,varanasi,2392,3993,268
July 2025,uttarakhand,dehradun,1298,323,10
July 2025,uttarakhand,haridwar,565,156,11
July 2025,west bengal,alipurduar,646,840,145
July 2025,west bengal,birbhum,575,159,35
July 2025,west bengal,dakshin dinajpur,707,256,34
July 2025,west bengal,darjeeling,607,694,184
July 2025,west bengal,hooghly,177,111,12
July 2025,west bengal,howrah,149,200,12
July 2025,west bengal,jalpaiguri,234,344,65
July 2025,west bengal,kalimpong,78,77,34
July 2025,west bengal,kolkata,277,407,131
July 2025,west bengal,nadia,1312,556,187
July 2025,west bengal,north parganas,2637,2059,401
July 2025,west bengal,south parganas,364,104,22
July 2025,west bengal,uttar dinajpur,5157,3588,189
September 2025,andaman and nicobar islands,nicobars,41,6,0
September 2025,andaman and nicobar islands,north and middle andaman,38,2,0
September 2025,andaman and nicobar islands,south andamans,54,4,0
September 2025,andhra pradesh,alluri sitharama raju,332,47,8
September 2025,andhra pradesh,anakapalli,146,4,0
September 2025,andhra pradesh,ananthapuramu,1438,102,4
September 2025,andhra pradesh,annamayya,244,14,48
September 2025,andhra pradesh,bapatla,113,18,3
September 2025,andhra pradesh,chittoor,2315,246,12
September 2025,andhra pradesh,dr b r ambedkar konaseema,199,12,9
September 2025,andhra pradesh,east godavari,2291,209,3
September 2025,andhra pradesh,eluru,165,16,1
September 2025,andhra pradesh,guntur,2402,337,9
September 2025,andhra pradesh,kakinada,238,24,9
September 2025,andhra pradesh,krishna,1995,207,7
September 2025,andhra pradesh,kurnool,3164,308,9
September 2025,andhra pradesh,nandyal,221,6,3
September 2025,andhra pradesh,palnadu,239,34,11
September 2025,andhra pradesh,parvathipuram manyam,162,11,4
September 2025,andhra pradesh,prakasam,2197,479,13
September 2025,andhra pradesh,sri potti sriramulu nellore,251,224,83
September 2025,andhra pradesh,sri sathya sai,240,14,9
September 2025,andhra pradesh,srikakulam,1339,53,5
September 2025,andhra pradesh,tirupati,223,310,84
September 2025,andhra pradesh,visakhapatnam,2358,185,8
September 2025,andhra pradesh,vizianagaram,1220,72,2
September 2025,andhra pradesh,west godavari,1871,128,6
September 2025,arunachal pradesh,anjaw,16,5,0
September 2025,arunachal pradesh,changlang,288,136,5
September 2025,arunachal pradesh,dibang valley,2,2,0
September 2025,arunachal pradesh,east kameng,47,29,0
September 2025,arunachal pradesh,east siang,29,27,0
September 2025,arunachal pradesh,kamle,2,18,0
September 2025,arunachal pradesh,kra daadi,7,27,0
September 2025,arunachal pradesh,kurung kumey,7,19,0
September 2025,arunachal pradesh,leparada,0,1,0
September 2025,arunachal pradesh,lohit,30,18,0
September 2025,arunachal pradesh,longding,61,269,0
September 2025,arunachal pradesh,lower dibang valley,24,19,0
September 2025,arunachal pradesh,lower siang,6,6,0
September 2025,arunachal pradesh,lower subansiri,19,25,0
September 2025,arunachal pradesh,namsai,32,29,0
September 2025,arunachal pradesh,pakke kessang,1,1,0
September 2025,arunachal pradesh,papum pare,72,87,0
September 2025,arunachal pradesh,shi yomi,5,0,0
September 2025,arunachal pradesh,siang,31,43,0
September 2025,arunachal pradesh,tawang,56,14,0
September 2025,arunachal pradesh,tirap,16,10,0
September 2025,arunachal pradesh,upper siang,10,5,0
September 2025,arunachal pradesh,upper subansiri,34,22,0
September 2025,arunachal pradesh,west kameng,46,35,1
September 2025,arunachal pradesh,west siang,45,35,0
September 2025,assam,bajali,7,5,0
September 2025,assam,baksa,493,215,1
September 2025,assam,barpeta,2848,843,11
September 2025,assam,biswanath,215,120,2
September 2025,assam,bongaigaon,734,161,6
September 2025,assam,cachar,2579,871,13
September 2025,assam,charaideo,202,97,0
September 2025,assam,chirang,335,175,1
September 2025,assam,darrang,1221,556,7
September 2025,assam,dhemaji,566,274,66
September 2025,assam,dhubri,2776,1048,5
September 2025,assam,dibrugarh,652,306,52
September 2025,assam,dima hasao,1,10,2
September 2025,assam,goalpara,1671,448,29
September 2025,assam,golaghat,907,457,64
September 2025,assam,hailakandi,1295,468,1
September 2025,assam,hojai,1102,352,0
September 2025,assam,jorhat,597,229,2
September 2025,assam,kamrup,1802,686,12
September 2025,assam,kamrup metro,597,602,5
September 2025,assam,karbi anglong,814,537,240
September 2025,assam,kokrajhar,494,237,35
September 2025,assam,lakhimpur,1317,448,8
September 2025,assam,majuli,101,64,0
September 2025,assam,marigaon,1645,502,58
September 2025,assam,nagaon,3157,1088,1
September 2025,assam,nalbari,962,394,10
September 2025,assam,sonitpur,1544,712,2
September 2025,assam,south salmara mancachar,364,114,2
September 2025,assam,sribhumi,32,14,0
September 2025,assam,tinsukia,690,445,9
September 2025,assam,udalguri,616,260,4
September 2025,assam,west karbi anglong,36,57,86
September 2025,bihar,araria,2770,1398,17
September 2025,bihar,arwal,215,866,0
September 2025,bihar,aurangabad,907,2249,8
September 2025,bihar,banka,1531,1263,2
September 2025,bihar,begusarai,2338,1516,9
September 2025,bihar,bhagalpur,1902,2031,9
September 2025,bihar,bhojpur,835,2653,15
September 2025,bihar,buxar,856,1621,7
September 2025,bihar,darbhanga,3286,1960,10
September 2025,bihar,gaya,1467,4143,42
September 2025,bihar,gopalganj,1132,1917,7
September 2025,bihar,jamui,1014,1266,21
September 2025,bihar,jehanabad,235,1054,9
September 2025,bihar,kaimur bhabua,778,1343,4
September 2025,bihar,katihar,3631,1724,6
September 2025,bihar,khagaria,1480,1497,30
September 2025,bihar,kishanganj,2368,664,3
September 2025,bihar,lakhisarai,523,622,6
September 2025,bihar,madhepura,1368,1485,15
September 2025,bihar,madhubani,2590,2425,86
September 2025,bihar,munger,640,964,11
September 2025,bihar,muzaffarpur,2712,2717,15
September 2025,bihar,nalanda,912,2759,16
September 2025,bihar,nawada,724,3664,68
September 2025,bihar,pashchim champaran,21,12,0
September 2025,bihar,patna,1692,4715,18
September 2025,bihar,purbi champaran,16,30,0
September 2025,bihar,purnia,3333,2028,14
September 2025,bihar,rohtas,847,1800,11
September 2025,bihar,saharsa,1673,1812,39
September 2025,bihar,samastipur,3163,2335,31
September 2025,bihar,saran,1970,4355,44
September 2025,bihar,sheikhpura,466,768,4
September 2025,bihar,sheohar,498,334,4
September 2025,bihar,sitamarhi,2426,2048,127
September 2025,bihar,siwan,1652,2631,14
September 2025,bihar,supaul,1425,1155,54
September 2025,bihar,vaishali,2562,3417,5
September 2025,chandigarh,chandigarh,775,79,1
September 2025,chhattisgarh,balod,507,25,1
September 2025,chhattisgarh,bastar,1151,366,5
September 2025,chhattisgarh,bemetara,654,88,2
September 2025,chhattisgarh,bijapur,377,237,196
September 2025,chhattisgarh,bilaspur,2203,375,0
September 2025,chhattisgarh,dakshin bastar dantewada,101,34,2
September 2025,chhattisgarh,dhamtari,614,26,2
September 2025,chhattisgarh,durg,946,162,12
September 2025,chhattisgarh,gariyaband,446,75,2
September 2025,chhattisgarh,gaurela pendra marwahi,41,8,0
September 2025,chhattisgarh,janjgir champa,1385,241,1
September 2025,chhattisgarh,jashpur,551,126,0
September 2025,chhattisgarh,kabeerdham,276,25,0
September 2025,chhattisgarh,khairagarh chhuikhadan gandai,45,15,0
September 2025,chhattisgarh,kondagaon,612,267,1
September 2025,chhattisgarh,korba,1088,159,3
September 2025,chhattisgarh,mahasamund,998,194,2
September 2025,chhattisgarh,manendragarh chirmiri bharatpur m c b,58,35,0
September 2025,chhattisgarh,mohla manpur ambagarh chouki,50,35,2
September 2025,chhattisgarh,mungeli,801,112,1
September 2025,chhattisgarh,narayanpur,140,102,0
September 2025,chhattisgarh,raigarh,1282,166,3
September 2025,chhattisgarh,raipur,1877,209,0
September 2025,chhattisgarh,rajnandgaon,1061,132,1
September 2025,chhattisgarh,sakti,135,40,2
September 2025,chhattisgarh,sarangarh bilaigarh,22,4,3
September 2025,chhattisgarh,sukma,146,150,11
September 2025,chhattisgarh,surajpur,823,177,2
September 2025,chhattisgarh,surguja,1128,225,0
September 2025,chhattisgarh,uttar bastar kanker,207,46,0
September 2025,delhi,new delhi,40,16,4
September 2025,delhi,north east,454,163,2
September 2025,delhi,shahdara,121,55,8
September 2025,goa,north goa,410,64,40
September 2025,goa,south goa,282,41,34
September 2025,gujarat,ahmedabad,4177,2148,72
September 2025,gujarat,amreli,893,226,35
September 2025,gujarat,anand,1545,249,29
September 2025,gujarat,arvalli,490,98,4
September 2025,gujarat,banas kantha,2591,2168,91
September 2025,gujarat,bharuch,1178,121,8
September 2025,gujarat,bhavnagar,2316,430,89
September 2025,gujarat,botad,370,78,8
September 2025,gujarat,chhotaudepur,278,128,18
September 2025,gujarat,dahod,1358,1182,36
September 2025,gujarat,devbhumi dwarka,477,98,17
September 2025,gujarat,gandhinagar,941,184,46
September 2025,gujarat,gir somnath,675,184,22
September 2025,gujarat,jamnagar,1253,242,25
September 2025,gujarat,junagadh,1725,246,18
September 2025,gujarat,kachchh,1221,530,45
September 2025,gujarat,kheda,1620,502,73
September 2025,gujarat,mahesana,1232,255,23
September 2025,gujarat,mahisagar,547,83,19
September 2025,gujarat,morbi,638,141,49
September 2025,gujarat,narmada,470,35,1
September 2025,gujarat,navsari,736,59,6
September 2025,gujarat,panch mahals,28,4,0
September 2025,gujarat,patan,1184,396,71
September 2025,gujarat,porbandar,404,73,20
September 2025,gujarat,rajkot,2225,651,50
September 2025,gujarat,sabar kantha,45,14,0
September 2025,gujarat,surat,3848,1392,39
September 2025,gujarat,surendranagar,42,6,0
September 2025,gujarat,tapi,918,116,7
September 2025,gujarat,vadodara,2210,744,82
September 2025,gujarat,valsad,1455,373,13
September 2025,haryana,ambala,699,40,1
September 2025,haryana,bhiwani,937,55,2
September 2025,haryana,charkhi dadri,253,2,0
September 2025,haryana,faridabad,1712,486,34
September 2025,haryana,fatehabad,572,35,5
September 2025,haryana,hisar,1327,84,2
September 2025,haryana,jhajjar,804,37,2
September 2025,haryana,jind,1245,29,0
September 2025,haryana,kaithal,790,20,0
September 2025,haryana,karnal,1285,66,1
September 2025,haryana,kurukshetra,639,23,0
September 2025,haryana,mahendragarh,783,56,1
September 2025,haryana,palwal,1117,125,2
September 2025,haryana,panchkula,308,31,0
September 2025,haryana,panipat,1076,108,6
September 2025,haryana,rewari,630,62,2
September 2025,haryana,rohtak,829,47,1
September 2025,haryana,sirsa,811,66,0
September 2025,haryana,sonipat,1190,74,6
September 2025,haryana,yamunanagar,16,0,0
September 2025,himachal pradesh,bilaspur,254,3,0
September 2025,himachal pradesh,chamba,360,23,1
September 2025,himachal pradesh,hamirpur,271,4,0
September 2025,himachal pradesh,kangra,1190,35,6
September 2025,himachal pradesh,kinnaur,38,13,0
September 2025,himachal pradesh,kullu,178,20,11
September 2025,himachal pradesh,lahaul and spiti,10,1,0
September 2025,himachal pradesh,mandi,669,17,3
September 2025,himachal pradesh,shimla,374,69,1
September 2025,himachal pradesh,sirmaur,480,30,2
September 2025,himachal pradesh,solan,303,29,0
September 2025,himachal pradesh,una,336,9,0
September 2025,jammu and kashmir,anantnag,860,103,1
September 2025,jammu and kashmir,bandipora,366,101,2
September 2025,jammu and kashmir,baramulla,768,162,3
September 2025,jammu and kashmir,budgam,218,16,0
September 2025,jammu and kashmir,doda,270,145,0
September 2025,jammu and kashmir,ganderbal,246,27,0
September 2025,jammu and kashmir,jammu,1158,309,10
September 2025,jammu and kashmir,kathua,473,91,0
September 2025,jammu and kashmir,kishtwar,181,45,1
September 2025,jammu and kashmir,kulgam,245,62,0
September 2025,jammu and kashmir,kupwara,671,160,0
September 2025,jammu and kashmir,pulwama,457,40,0
September 2025,jammu and kashmir,rajouri,513,166,0
September 2025,jammu and kashmir,ramban,204,132,0
September 2025,jammu and kashmir,reasi,242,113,0
September 2025,jammu and kashmir,samba,150,12,0
September 2025,jammu and kashmir,srinagar,1011,82,1
September 2025,jammu and kashmir,udhampur,494,95,4
September 2025,jharkhand,bokaro,1061,845,4
September 2025,jharkhand,chatra,954,760,3
September 2025,jharkhand,deoghar,1050,993,16
September 2025,jharkhand,dhanbad,1983,1346,11
September 2025,jharkhand,dumka,827,963,8
September 2025,jharkhand,east singhbum,1572,808,10
September 2025,jharkhand,garhwa,1518,593,0
September 2025,jharkhand,giridih,2033,1714,21
September 2025,jharkhand,godda,995,765,1
September 2025,jharkhand,gumla,1281,927,2
September 2025,jharkhand,hazaribagh,1354,784,0
September 2025,jharkhand,jamtara,1140,424,1
September 2025,jharkhand,khunti,376,320,9
September 2025,jharkhand,koderma,826,449,0
September 2025,jharkhand,latehar,600,384,1
September 2025,jharkhand,lohardaga,388,277,1
September 2025,jharkhand,pakur,1110,729,5
