month,state_norm,district_resolved,bio_age_5_17,bio_age_17_
April 2025,meghalaya,east garo hills,141,243
April 2025,meghalaya,east jaintia hills,213,85
April 2025,meghalaya,east khasi hills,1297,1920
April 2025,meghalaya,north garo hills,139,68
April 2025,meghalaya,ri bhoi,227,222
April 2025,meghalaya,south garo hills,92,187
April 2025,meghalaya,south west garo hills,242,355
April 2025,meghalaya,south west khasi hills,193,214
April 2025,meghalaya,west garo hills,1078,3196
April 2025,meghalaya,west jaintia hills,563,285
April 2025,meghalaya,west khasi hills,461,444
April 2025,mizoram,aizawl,4073,1701
April 2025,mizoram,champhai,2757,965
April 2025,mizoram,kolasib,1849,580
April 2025,mizoram,lawngtlai,1802,847
April 2025,mizoram,lunglei,2359,1105
April 2025,mizoram,mamit,2861,853
April 2025,mizoram,saitual,12,13
April 2025,mizoram,serchhip,709,272
April 2025,nagaland,chumoukedima,27,63
April 2025,nagaland,dimapur,936,2059
April 2025,nagaland,kiphire,214,495
April 2025,nagaland,kohima,345,1416
April 2025,nagaland,longleng,100,251
April 2025,nagaland,mokokchung,216,967
April 2025,nagaland,mon,524,1210
April 2025,nagaland,niuland,24,64
April 2025,nagaland,noklak,28,67
April 2025,nagaland,peren,191,462
April 2025,nagaland,phek,203,1448
April 2025,nagaland,tuensang,299,863
April 2025,nagaland,wokha,327,737
April 2025,nagaland,zunheboto,207,1125
April 2025,odisha,angul,2870,4033
April 2025,odisha,balangir,5535,5272
April 2025,odisha,bargarh,3598,4411
April 2025,odisha,bhadrak,5610,5748
April 2025,odisha,boudh,1416,1699
April 2025,odisha,cuttack,6142,9392
April 2025,odisha,dhenkanal,4643,5558
April 2025,odisha,gajapati,3016,4447
April 2025,odisha,ganjam,10175,11122
April 2025,odisha,jagatsinghapur,2471,3696
April 2025,odisha,jajpur,5254,6394
April 2025,odisha,jharsuguda,1438,1318
April 2025,odisha,kalahandi,4833,7521
April 2025,odisha,kandhamal,3192,4343
April 2025,odisha,kendrapara,4163,5515
April 2025,odisha,khordha,5461,7626
April 2025,odisha,koraput,5194,6634
April 2025,odisha,malkangiri,3623,2296
April 2025,odisha,mayurbhanj,9393,11771
April 2025,odisha,nabarangpur,6437,6560
April 2025,odisha,nayagarh,3245,4043
April 2025,odisha,nuapada,2102,2868
April 2025,odisha,puri,4151,4531
April 2025,odisha,rayagada,3094,3695
April 2025,odisha,sambalpur,2769,2899
April 2025,odisha,sonepur,1654,1418
April 2025,odisha,sundargarh,5504,7218
April 2025,puducherry,karaikal,378,883
April 2025,puducherry,puducherry,1024,1331
April 2025,punjab,amritsar,7813,13981
April 2025,punjab,barnala,1343,2420
April 2025,punjab,bathinda,4293,6306
April 2025,punjab,faridkot,1680,3210
April 2025,punjab,fatehgarh sahib,1514,2354
April 2025,punjab,fazilka,3153,3766
April 2025,punjab,ferozepur,2647,4108
April 2025,punjab,gurdaspur,5242,10128
April 2025,punjab,hoshiarpur,3760,7474
April 2025,punjab,jalandhar,6195,12489
April 2025,punjab,kapurthala,2429,4988
April 2025,punjab,ludhiana,10346,14080
April 2025,punjab,malerkotla,510,898
April 2025,punjab,mansa,2145,4522
April 2025,punjab,moga,2910,4820
April 2025,punjab,pathankot,1282,1396
April 2025,punjab,patiala,5447,7618
April 2025,punjab,rupnagar,1817,3457
April 2025,punjab,sangrur,3395,5402
April 2025,punjab,shahid bhagat singh nagar,1309,2030
April 2025,punjab,sri muktsar sahib,3322,4082
April 2025,punjab,tarn taran,3566,8012
April 2025,rajasthan,ajmer,5509,7665
April 2025,rajasthan,alwar,8463,11534
April 2025,rajasthan,banswara,2510,5348
April 2025,rajasthan,baran,2478,3937
April 2025,rajasthan,barmer,7900,9457
April 2025,rajasthan,bharatpur,4285,7395
April 2025,rajasthan,bhilwara,3632,4556
April 2025,rajasthan,bikaner,5120,8366
April 2025,rajasthan,bundi,2098,3150
April 2025,rajasthan,chittorgarh,2077,2689
April 2025,rajasthan,churu,5149,7988
April 2025,rajasthan,dausa,4090,5974
April 2025,rajasthan,dholpur,2831,3372
April 2025,rajasthan,dungarpur,3240,4628
April 2025,rajasthan,ganganagar,3475,6919
April 2025,rajasthan,hanumangarh,3571,6728
April 2025,rajasthan,jaipur,14715,25717
April 2025,rajasthan,jaisalmer,1898,2533
April 2025,rajasthan,jalore,3173,5924
April 2025,rajasthan,jhalawar,2269,3399
April 2025,rajasthan,jhunjhunu,3983,7787
April 2025,rajasthan,jodhpur,9733,14493
April 2025,rajasthan,karauli,3217,3723
April 2025,rajasthan,kota,3659,5336
April 2025,rajasthan,nagaur,7553,12226
April 2025,rajasthan,pali,4499,10300
April 2025,rajasthan,pratapgarh,2157,2643
April 2025,rajasthan,rajsamand,2255,2788
April 2025,rajasthan,sawai madhopur,3236,4585
April 2025,rajasthan,sikar,6351,10971
April 2025,rajasthan,sirohi,2265,4482
April 2025,rajasthan,tonk,2727,4386
April 2025,rajasthan,udaipur,6038,9759
April 2025,tamil nadu,ariyalur,3068,5860
April 2025,tamil nadu,chengalpattu,219,233
April 2025,tamil nadu,chennai,8877,14753
April 2025,tamil nadu,coimbatore,8351,16329
April 2025,tamil nadu,cuddalore,10089,7240
April 2025,tamil nadu,dharmapuri,6424,3854
April 2025,tamil nadu,dindigul,7240,14614
April 2025,tamil nadu,erode,4766,8601
April 2025,tamil nadu,kallakurichi,177,199
April 2025,tamil nadu,kancheepuram,11633,12146
April 2025,tamil nadu,kanniyakumari,2441,4703
April 2025,tamil nadu,karur,2641,3485
April 2025,tamil nadu,krishnagiri,6026,5057
April 2025,tamil nadu,madurai,10401,14583
April 2025,tamil nadu,mayiladuthurai,115,40
April 2025,tamil nadu,nagapattinam,3581,4310
April 2025,tamil nadu,namakkal,4064,8575
April 2025,tamil nadu,perambalur,2764,2005
April 2025,tamil nadu,pudukkottai,4948,8469
April 2025,tamil nadu,ramanathapuram,4549,5803
April 2025,tamil nadu,ranipet,10,20
April 2025,tamil nadu,salem,15497,14213
April 2025,tamil nadu,sivaganga,3938,5528
April 2025,tamil nadu,tenkasi,315,229
April 2025,tamil nadu,thanjavur,6846,11788
April 2025,tamil nadu,the nilgiris,1620,2142
April 2025,tamil nadu,theni,3995,5944
April 2025,tamil nadu,thiruvallur,9970,13367
April 2025,tamil nadu,thiruvarur,3035,3416
April 2025,tamil nadu,thoothukkudi,6772,8906
April 2025,tamil nadu,tiruchirappalli,6150,14884
April 2025,tamil nadu,tirunelveli,8135,13913
April 2025,tamil nadu,tirupathur,904,440
April 2025,tamil nadu,tiruppur,6905,8795
April 2025,tamil nadu,tiruvannamalai,10684,6104
April 2025,tamil nadu,vellore,11254,10058
April 2025,tamil nadu,viluppuram,11187,9431
April 2025,tamil nadu,virudhunagar,5189,6673
April 2025,telangana,adilabad,2571,3246
April 2025,telangana,bhadradri kothagudem,436,765
April 2025,telangana,hanumakonda,205,841
April 2025,telangana,hyderabad,9730,11312
April 2025,telangana,jagitial,328,434
April 2025,telangana,jangoan,135,274
April 2025,telangana,jayashankar bhupalapally,115,183
April 2025,telangana,jogulamba gadwal,427,545
April 2025,telangana,kamareddy,397,584
April 2025,telangana,karimnagar,5453,6566
April 2025,telangana,khammam,2238,1720
April 2025,telangana,mahabubabad,285,476
April 2025,telangana,mahabubnagar,8084,9148
April 2025,telangana,mancherial,322,543
April 2025,telangana,medak,4542,4890
April 2025,telangana,medchal malkajgiri,1109,1772
April 2025,telangana,mulugu,148,257
April 2025,telangana,nagarkurnool,372,550
April 2025,telangana,nalgonda,5769,5451
April 2025,telangana,narayanpet,190,257
April 2025,telangana,nirmal,263,423
April 2025,telangana,nizamabad,4441,4610
April 2025,telangana,peddapalli,89,267
April 2025,telangana,rajanna sircilla,212,301
April 2025,telangana,ranga reddy,93,260
April 2025,telangana,sangareddy,687,762
April 2025,telangana,siddipet,315,476
April 2025,telangana,suryapet,513,886
April 2025,telangana,vikarabad,409,500
April 2025,telangana,wanaparthy,323,517
April 2025,telangana,warangal,3905,3728
April 2025,tripura,dhalai,4202,2102
April 2025,tripura,gomati,2197,399
April 2025,tripura,khowai,1226,266
April 2025,tripura,north tripura,3373,3177
April 2025,tripura,sepahijala,2527,838
April 2025,tripura,south tripura,4189,4698
April 2025,tripura,unakoti,3375,495
April 2025,tripura,west tripura,6514,8037
April 2025,uttar pradesh,agra,23587,9962
April 2025,uttar pradesh,aligarh,21555,5911
April 2025,uttar pradesh,ambedkar nagar,5206,4034
April 2025,uttar pradesh,amethi,6276,4187
April 2025,uttar pradesh,amroha,10891,2508
April 2025,uttar pradesh,auraiya,4730,2327
April 2025,uttar pradesh,ayodhya,384,528
April 2025,uttar pradesh,azamgarh,13049,8716
April 2025,uttar pradesh,baghpat,4693,2074
April 2025,uttar pradesh,bahraich,17959,7506
April 2025,uttar pradesh,ballia,7919,6870
April 2025,uttar pradesh,balrampur,8333,3721
April 2025,uttar pradesh,banda,6605,4537
April 2025,uttar pradesh,bara banki,14422,6093
April 2025,uttar pradesh,bareilly,22874,8000
April 2025,uttar pradesh,basti,10172,4692
April 2025,uttar pradesh,bhadohi,519,396
April 2025,uttar pradesh,bijnor,17712,8228
April 2025,uttar pradesh,budaun,8910,3583
April 2025,uttar pradesh,bulandshahr,18815,5197
April 2025,uttar pradesh,chandauli,9704,3295
April 2025,uttar pradesh,chitrakoot,6112,2612
April 2025,uttar pradesh,deoria,11809,7245
April 2025,uttar pradesh,etah,13484,2531
April 2025,uttar pradesh,etawah,7384,3127
April 2025,uttar pradesh,farrukhabad,7045,2139
April 2025,uttar pradesh,fatehpur,8256,6378
April 2025,uttar pradesh,firozabad,15017,3352
April 2025,uttar pradesh,gautam buddha nagar,7021,5188
April 2025,uttar pradesh,ghaziabad,14642,10837
April 2025,uttar pradesh,ghazipur,15205,6326
April 2025,uttar pradesh,gonda,14460,6876
April 2025,uttar pradesh,gorakhpur,9404,12727
April 2025,uttar pradesh,hamirpur,3275,2180
April 2025,uttar pradesh,hapur,4513,1909
April 2025,uttar pradesh,hardoi,22209,6727
April 2025,uttar pradesh,hathras,9198,2227
April 2025,uttar pradesh,jalaun,6056,3593
April 2025,uttar pradesh,jaunpur,12071,7906
April 2025,uttar pradesh,jhansi,8508,5297
April 2025,uttar pradesh,kannauj,6803,2814
April 2025,uttar pradesh,kanpur dehat,7829,2343
April 2025,uttar pradesh,kanpur nagar,12059,11042
April 2025,uttar pradesh,kasganj,6901,2382
April 2025,uttar pradesh,kaushambi,12911,2180
April 2025,uttar pradesh,kheri,14683,6033
April 2025,uttar pradesh,kushinagar,9515,8053
April 2025,uttar pradesh,lalitpur,4531,3627
April 2025,uttar pradesh,lucknow,17408,12249
April 2025,uttar pradesh,mahoba,3350,1489
April 2025,uttar pradesh,mahrajganj,6533,5487
April 2025,uttar pradesh,mainpuri,4338,2680
April 2025,uttar pradesh,mathura,10819,4179
April 2025,uttar pradesh,mau,6021,3902
April 2025,uttar pradesh,meerut,15088,7492
April 2025,uttar pradesh,mirzapur,10945,3802
April 2025,uttar pradesh,moradabad,16586,6986
April 2025,uttar pradesh,muzaffarnagar,16529,6262
April 2025,uttar pradesh,pilibhit,13228,5607
April 2025,uttar pradesh,pratapgarh,12069,6772
April 2025,uttar pradesh,prayagraj,1456,1346
April 2025,uttar pradesh,rae bareli,12145,4968
April 2025,uttar pradesh,rampur,15673,4784
April 2025,uttar pradesh,saharanpur,13478,9252
April 2025,uttar pradesh,sambhal,11719,2554
April 2025,uttar pradesh,sant kabir nagar,8755,4623
April 2025,uttar pradesh,shahjahanpur,12877,4666
April 2025,uttar pradesh,shamli,11142,4003
April 2025,uttar pradesh,shrawasti,5028,2599
April 2025,uttar pradesh,siddharthnagar,9075,4516
April 2025,uttar pradesh,sitapur,32178,9065
April 2025,uttar pradesh,sonbhadra,10745,4237
April 2025,uttar pradesh,sultanpur,6820,4691
April 2025,uttar pradesh,unnao,13248,6435
April 2025,uttar pradesh,varanasi,13733,8781
April 2025,uttarakhand,almora,1878,1873
April 2025,uttarakhand,bageshwar,827,1777
April 2025,uttarakhand,chamoli,1412,2205
April 2025,uttarakhand,champawat,1196,1572
April 2025,uttarakhand,dehradun,5431,7762
April 2025,uttarakhand,haridwar,5234,5015
April 2025,uttarakhand,nainital,3441,3584
April 2025,uttarakhand,pauri garhwal,1627,2119
April 2025,uttarakhand,pithoragarh,1420,2052
April 2025,uttarakhand,rudraprayag,992,1472
April 2025,uttarakhand,tehri garhwal,2488,3241
April 2025,uttarakhand,udham singh nagar,5961,5460
April 2025,uttarakhand,uttarkashi,1574,1859
April 2025,west bengal,alipurduar,372,419
April 2025,west bengal,bankura,4324,4960
April 2025,west bengal,birbhum,3729,5232
April 2025,west bengal,cooch behar,2096,3125
April 2025,west bengal,dakshin dinajpur,3066,2385
April 2025,west bengal,darjeeling,1465,3099
April 2025,west bengal,hooghly,6712,10261
April 2025,west bengal,howrah,3829,7347
April 2025,west bengal,jalpaiguri,3315,5838
April 2025,west bengal,jhargram,135,279
April 2025,west bengal,kalimpong,31,19
April 2025,west bengal,kolkata,2609,7951
April 2025,west bengal,malda,3682,6754
April 2025,west bengal,murshidabad,8022,13859
April 2025,west bengal,nadia,4993,9147
April 2025,west bengal,north parganas,8743,14168
April 2025,west bengal,paschim bardhaman,389,960
April 2025,west bengal,paschim medinipur,5583,7121
April 2025,west bengal,purba bardhaman,504,1058
April 2025,west bengal,purba medinipur,5448,6811
April 2025,west bengal,purulia,3633,5636
April 2025,west bengal,south parganas,10237,12473
April 2025,west bengal,uttar dinajpur,3513,5780
May 2025,andaman and nicobar islands,nicobars,34,50
May 2025,andaman and nicobar islands,north and middle andaman,272,250
May 2025,andaman and nicobar islands,south andamans,654,455
May 2025,andhra pradesh,alluri sitharama raju,1125,964
May 2025,andhra pradesh,anakapalli,565,480
May 2025,andhra pradesh,ananthapuramu,27410,4647
May 2025,andhra pradesh,annamayya,1317,595
May 2025,andhra pradesh,bapatla,508,303
May 2025,andhra pradesh,chittoor,25633,9255
May 2025,andhra pradesh,dr b r ambedkar konaseema,615,414
May 2025,andhra pradesh,east godavari,29904,11079
May 2025,andhra pradesh,eluru,801,734
May 2025,andhra pradesh,guntur,28530,12010
May 2025,andhra pradesh,kakinada,1272,742
May 2025,andhra pradesh,krishna,20478,9521
May 2025,andhra pradesh,kurnool,38609,11871
May 2025,andhra pradesh,nandyal,1107,649
May 2025,andhra pradesh,palnadu,1259,700
May 2025,andhra pradesh,parvathipuram manyam,1014,786
May 2025,andhra pradesh,prakasam,24657,8625
May 2025,andhra pradesh,sri potti sriramulu nellore,1371,603
May 2025,andhra pradesh,sri sathya sai,1043,738
May 2025,andhra pradesh,srikakulam,15311,7444
May 2025,andhra pradesh,tirupati,1071,828
May 2025,andhra pradesh,visakhapatnam,28998,13737
May 2025,andhra pradesh,vizianagaram,15557,6376
May 2025,andhra pradesh,west godavari,19992,9925
May 2025,arunachal pradesh,anjaw,89,101
May 2025,arunachal pradesh,changlang,381,268
May 2025,arunachal pradesh,dibang valley,33,25
May 2025,arunachal pradesh,east kameng,306,228
May 2025,arunachal pradesh,east siang,165,93
May 2025,arunachal pradesh,kra daadi,118,80
May 2025,arunachal pradesh,kurung kumey,128,328
May 2025,arunachal pradesh,lohit,173,281
May 2025,arunachal pradesh,longding,196,124
May 2025,arunachal pradesh,lower dibang valley,121,112
May 2025,arunachal pradesh,lower siang,12,10
May 2025,arunachal pradesh,lower subansiri,155,196
May 2025,arunachal pradesh,namsai,423,413
May 2025,arunachal pradesh,papum pare,496,687
May 2025,arunachal pradesh,shi yomi,26,14
May 2025,arunachal pradesh,siang,100,64
May 2025,arunachal pradesh,tawang,149,78
May 2025,arunachal pradesh,tirap,120,69
May 2025,arunachal pradesh,upper siang,116,105
May 2025,arunachal pradesh,upper subansiri,271,288
May 2025,arunachal pradesh,west kameng,243,438
May 2025,arunachal pradesh,west siang,300,182
May 2025,assam,baksa,1398,596
May 2025,assam,barpeta,7973,2201
May 2025,assam,biswanath,720,316
May 2025,assam,bongaigaon,2359,946
May 2025,assam,cachar,4128,2066
May 2025,assam,charaideo,384,209
May 2025,assam,chirang,1240,685
May 2025,assam,darrang,1534,785
May 2025,assam,dhemaji,1031,682
May 2025,assam,dhubri,2715,1222
May 2025,assam,dibrugarh,1337,1609
May 2025,assam,goalpara,1264,658
May 2025,assam,golaghat,808,785
May 2025,assam,hailakandi,650,464
May 2025,assam,hojai,1005,1076
May 2025,assam,jorhat,712,555
May 2025,assam,kamrup,3553,1175
May 2025,assam,kamrup metro,1697,1412
May 2025,assam,karbi anglong,2525,968
May 2025,assam,kokrajhar,1955,950
May 2025,assam,lakhimpur,1517,969
May 2025,assam,majuli,296,115
May 2025,assam,marigaon,1477,923
May 2025,assam,nagaon,3311,4916
May 2025,assam,nalbari,669,421
May 2025,assam,sonitpur,1779,1243
May 2025,assam,south salmara mancachar,131,83
May 2025,assam,tinsukia,1118,830
May 2025,assam,udalguri,1317,748
May 2025,assam,west karbi anglong,66,113
May 2025,bihar,araria,8591,8598
May 2025,bihar,arwal,1452,1735
May 2025,bihar,aurangabad,5482,4879
May 2025,bihar,banka,7652,5755
May 2025,bihar,begusarai,8772,7663
May 2025,bihar,bhagalpur,8529,7339
May 2025,bihar,bhojpur,4727,5240
May 2025,bihar,buxar,3077,3175
May 2025,bihar,darbhanga,12847,11457
May 2025,bihar,gaya,10806,8820
May 2025,bihar,gopalganj,6673,6360
May 2025,bihar,jamui,5842,3547
May 2025,bihar,jehanabad,1865,1881
May 2025,bihar,kaimur bhabua,4375,3917
May 2025,bihar,katihar,11024,11144
May 2025,bihar,khagaria,4203,4085
May 2025,bihar,kishanganj,6382,8117
May 2025,bihar,lakhisarai,2807,2654
May 2025,bihar,madhepura,7859,5953
May 2025,bihar,madhubani,16018,14123
May 2025,bihar,munger,2651,2836
May 2025,bihar,muzaffarpur,12578,12122
May 2025,bihar,nalanda,6448,6644
May 2025,bihar,nawada,4894,4112
May 2025,bihar,patna,13057,12157
May 2025,bihar,purnia,11549,12253
May 2025,bihar,rohtas,5855,6101
May 2025,bihar,saharsa,5638,7734
May 2025,bihar,samastipur,11934,11062
May 2025,bihar,saran,8390,8257
May 2025,bihar,sheikhpura,1828,2215
May 2025,bihar,sheohar,1621,2038
May 2025,bihar,sitamarhi,11734,9727
May 2025,bihar,siwan,7028,7021
May 2025,bihar,supaul,6550,7043
May 2025,bihar,vaishali,10356,10497
May 2025,chandigarh,chandigarh,3424,3142
May 2025,chhattisgarh,balod,1759,7096
May 2025,chhattisgarh,bastar,1610,7715
May 2025,chhattisgarh,bemetara,2455,13382
May 2025,chhattisgarh,bijapur,1013,1573
May 2025,chhattisgarh,bilaspur,3368,16548
May 2025,chhattisgarh,dakshin bastar dantewada,661,1609
May 2025,chhattisgarh,dhamtari,1515,8986
May 2025,chhattisgarh,durg,3422,15801
May 2025,chhattisgarh,gariyaband,768,4069
May 2025,chhattisgarh,gaurela pendra marwahi,63,339
May 2025,chhattisgarh,janjgir champa,2831,13587
May 2025,chhattisgarh,jashpur,1488,5051
May 2025,chhattisgarh,kabeerdham,786,2783
May 2025,chhattisgarh,kondagaon,1041,3407
May 2025,chhattisgarh,korba,2140,7979
May 2025,chhattisgarh,mahasamund,1642,8428
May 2025,chhattisgarh,mohla manpur ambagarh chouki,176,721
May 2025,chhattisgarh,mungeli,1994,6293
May 2025,chhattisgarh,narayanpur,572,1936
May 2025,chhattisgarh,raigarh,2535,13681
May 2025,chhattisgarh,raipur,4261,18656
May 2025,chhattisgarh,rajnandgaon,3087,11257
May 2025,chhattisgarh,sakti,39,360
May 2025,chhattisgarh,sukma,941,1639
May 2025,chhattisgarh,surajpur,916,3821
May 2025,chhattisgarh,surguja,1384,5541
May 2025,chhattisgarh,uttar bastar kanker,397,2398
May 2025,delhi,new delhi,271,259
May 2025,delhi,north east,351,7754
May 2025,delhi,shahdara,440,913
May 2025,goa,north goa,2049,2289
May 2025,goa,south goa,2202,2188
May 2025,gujarat,ahmedabad,27177,40454
May 2025,gujarat,amreli,5434,4540
May 2025,gujarat,anand,7432,9057
May 2025,gujarat,arvalli,2360,1242
May 2025,gujarat,banas kantha,7142,8480
May 2025,gujarat,bharuch,5135,5066
May 2025,gujarat,bhavnagar,10156,10611
May 2025,gujarat,botad,1370,752
May 2025,gujarat,chhotaudepur,3901,2781
May 2025,gujarat,dahod,8377,6855
May 2025,gujarat,devbhumi dwarka,2476,1165
May 2025,gujarat,gandhinagar,5323,6353
May 2025,gujarat,gir somnath,2737,1688
May 2025,gujarat,jamnagar,7695,6573
May 2025,gujarat,junagadh,4568,9031
May 2025,gujarat,kachchh,10768,8013
May 2025,gujarat,kheda,6775,7951
May 2025,gujarat,mahesana,5382,7238
May 2025,gujarat,mahisagar,2174,1643
May 2025,gujarat,morbi,3969,1670
May 2025,gujarat,narmada,2301,3087
May 2025,gujarat,navsari,2904,2740
May 2025,gujarat,patan,4496,4617
May 2025,gujarat,porbandar,2491,2696
May 2025,gujarat,rajkot,13186,13774
May 2025,gujarat,surat,20703,21712
May 2025,gujarat,tapi,2307,2764
May 2025,gujarat,vadodara,9922,17396
May 2025,gujarat,valsad,5074,5660
May 2025,haryana,ambala,2595,5584
May 2025,haryana,bhiwani,3560,6956
May 2025,haryana,charkhi dadri,275,866
May 2025,haryana,faridabad,4394,6637
May 2025,haryana,fatehabad,2589,4161
May 2025,haryana,hisar,5072,7266
May 2025,haryana,jhajjar,2083,3670
May 2025,haryana,jind,3306,6372
May 2025,haryana,kaithal,2881,5344
May 2025,haryana,karnal,3021,7129
May 2025,haryana,kurukshetra,2344,5548
May 2025,haryana,mahendragarh,1634,3057
May 2025,haryana,palwal,2611,3067
May 2025,haryana,panchkula,1714,2447
May 2025,haryana,panipat,2801,5034
May 2025,haryana,rewari,1794,2565
May 2025,haryana,rohtak,2482,6085
May 2025,haryana,sirsa,3439,6291
May 2025,haryana,sonipat,3382,6491
May 2025,himachal pradesh,bilaspur,543,1318
May 2025,himachal pradesh,chamba,930,2000
May 2025,himachal pradesh,hamirpur,586,1034
May 2025,himachal pradesh,kangra,2600,4361
May 2025,himachal pradesh,kinnaur,127,207
May 2025,himachal pradesh,kullu,667,1074
May 2025,himachal pradesh,mandi,1730,3266
May 2025,himachal pradesh,shimla,1060,2141
May 2025,himachal pradesh,sirmaur,1182,1518
May 2025,himachal pradesh,solan,1152,2021
May 2025,himachal pradesh,una,844,1693
May 2025,jammu and kashmir,anantnag,2647,2361
May 2025,jammu and kashmir,bandipora,1156,1116
May 2025,jammu and kashmir,baramulla,2233,3890
May 2025,jammu and kashmir,budgam,2067,553
May 2025,jammu and kashmir,doda,1938,1969
May 2025,jammu and kashmir,ganderbal,572,798
May 2025,jammu and kashmir,jammu,3268,6010
May 2025,jammu and kashmir,kathua,2143,1970
May 2025,jammu and kashmir,kishtwar,1890,1547
May 2025,jammu and kashmir,kulgam,1479,1398
May 2025,jammu and kashmir,kupwara,2283,2807
May 2025,jammu and kashmir,pulwama,1112,1397
May 2025,jammu and kashmir,rajouri,2079,2244
May 2025,jammu and kashmir,ramban,1728,996
May 2025,jammu and kashmir,reasi,1873,1309
May 2025,jammu and kashmir,samba,462,493
May 2025,jammu and kashmir,srinagar,1888,4427
May 2025,jammu and kashmir,udhampur,2221,2341
May 2025,jharkhand,bokaro,6177,7932
May 2025,jharkhand,chatra,2477,3025
May 2025,jharkhand,deoghar,3670,3923
May 2025,jharkhand,dhanbad,5975,10849
May 2025,jharkhand,dumka,3576,4535
May 2025,jharkhand,east singhbum,7935,9554
May 2025,jharkhand,garhwa,3900,5551
May 2025,jharkhand,giridih,5697,6079
May 2025,jharkhand,godda,4276,3593
May 2025,jharkhand,gumla,3857,8406
May 2025,jharkhand,hazaribagh,4118,4588
May 2025,jharkhand,jamtara,2169,2513
May 2025,jharkhand,khunti,1600,2746
May 2025,jharkhand,koderma,2141,2873
May 2025,jharkhand,latehar,2121,1986
May 2025,jharkhand,lohardaga,1411,2759
May 2025,jharkhand,pakur,3570,2191
May 2025,jharkhand,palamu,4903,5628
May 2025,jharkhand,ramgarh,1944,2231
May 2025,jharkhand,ranchi,6079,13339
May 2025,jharkhand,sahebganj,5187,3655
May 2025,jharkhand,saraikela kharsawan,4303,5873
May 2025,jharkhand,simdega,2513,5907
May 2025,jharkhand,west singhbhum,8463,9863
May 2025,karnataka,bagalkote,5263,4338
May 2025,karnataka,ballari,3568,1489
May 2025,karnataka,belagavi,6509,3387
May 2025,karnataka,bidar,4061,4348
May 2025,karnataka,chamarajanagar,2397,1974
May 2025,karnataka,chikkaballapura,3354,2327
May 2025,karnataka,chikkamagaluru,1708,794
May 2025,karnataka,chitradurga,5145,3765
May 2025,karnataka,dakshina kannada,6122,4229
May 2025,karnataka,davanagere,6435,6398
May 2025,karnataka,dharwad,5773,5683
May 2025,karnataka,gadag,3832,2349
May 2025,karnataka,hassan,5092,3318
May 2025,karnataka,haveri,4989,5536
May 2025,karnataka,kalaburagi,5253,3154
May 2025,karnataka,kodagu,1543,1096
May 2025,karnataka,kolar,5179,3878
May 2025,karnataka,koppal,4851,3125
May 2025,karnataka,mandya,5982,4304
May 2025,karnataka,mysuru,4685,3119
May 2025,karnataka,raichur,6937,6392
May 2025,karnataka,shivamogga,3585,1454
May 2025,karnataka,tumakuru,8247,7463
May 2025,karnataka,udupi,3341,1379
May 2025,karnataka,uttara kannada,4025,2290
May 2025,karnataka,vijayanagara,1099,2954
May 2025,karnataka,vijayapura,3969,2127
May 2025,karnataka,yadgir,4397,4065
May 2025,kerala,alappuzha,6743,6924
May 2025,kerala,ernakulam,14483,11650
May 2025,kerala,idukki,3849,3625
May 2025,kerala,kannur,9785,7844
May 2025,kerala,kasaragod,6767,4367
May 2025,kerala,kollam,9489,10764
May 2025,kerala,kottayam,5931,6195
May 2025,kerala,kozhikode,11230,9081
May 2025,kerala,malappuram,19020,15466
May 2025,kerala,palakkad,12059,12731
May 2025,kerala,pathanamthitta,3840,5534
May 2025,kerala,thiruvananthapuram,9780,12344
May 2025,kerala,thrissur,12809,10040
May 2025,kerala,wayanad,2450,2691
May 2025,ladakh,kargil,110,169
May 2025,madhya pradesh,agar malwa,841,1203
May 2025,madhya pradesh,alirajpur,6203,4179
May 2025,madhya pradesh,anuppur,5999,5131
May 2025,madhya pradesh,ashoknagar,7612,3198
May 2025,madhya pradesh,balaghat,9527,7651
May 2025,madhya pradesh,barwani,13286,9751
May 2025,madhya pradesh,betul,7335,8768
May 2025,madhya pradesh,bhind,6903,3011
May 2025,madhya pradesh,bhopal,15573,12290
May 2025,madhya pradesh,burhanpur,5674,5891
May 2025,madhya pradesh,chhatarpur,11668,7228
May 2025,madhya pradesh,chhindwara,10252,10305
May 2025,madhya pradesh,damoh,9967,5839
May 2025,madhya pradesh,datia,4143,2035
May 2025,madhya pradesh,dewas,6519,5984
May 2025,madhya pradesh,dhar,15939,9186
May 2025,madhya pradesh,dindori,5198,3608
May 2025,madhya pradesh,guna,13763,5675
May 2025,madhya pradesh,gwalior,10115,6888
May 2025,madhya pradesh,harda,2538,2817
May 2025,madhya pradesh,indore,13712,13401
May 2025,madhya pradesh,jabalpur,9240,7673
May 2025,madhya pradesh,jhabua,7472,3874
May 2025,madhya pradesh,katni,5971,4594
May 2025,madhya pradesh,mandla,5699,3652
May 2025,madhya pradesh,mandsaur,6827,5260
May 2025,madhya pradesh,mauganj,16,57
May 2025,madhya pradesh,morena,14885,5592
May 2025,madhya pradesh,narmadapuram,183,724
May 2025,madhya pradesh,narsimhapur,254,829
May 2025,madhya pradesh,neemuch,5948,3106
May 2025,madhya pradesh,niwari,172,167
May 2025,madhya pradesh,panna,8098,4489
May 2025,madhya pradesh,raisen,14220,5558
May 2025,madhya pradesh,rajgarh,12653,9470
