state_norm,district,month,bio_age_5_17,bio_age_17_
chhattisgarh,kondagaon,May 2025,1041,3407
chhattisgarh,korba,May 2025,2140,7979
chhattisgarh,korea,May 2025,0,0
chhattisgarh,mahasamund,May 2025,1642,8428
chhattisgarh,manendragarh chirmiri bharatpur m c b,May 2025,0,0
chhattisgarh,mohla manpur ambagarh chouki,May 2025,176,721
chhattisgarh,mungeli,May 2025,1994,6293
chhattisgarh,narayanpur,May 2025,572,1936
chhattisgarh,raigarh,May 2025,2535,13681
chhattisgarh,raipur,May 2025,4261,18656
chhattisgarh,rajnandgaon,May 2025,3087,11257
chhattisgarh,sakti,May 2025,39,360
chhattisgarh,sarangarh bilaigarh,May 2025,0,0
chhattisgarh,sukma,May 2025,941,1639
chhattisgarh,surajpur,May 2025,916,3821
chhattisgarh,surguja,May 2025,1384,5541
chhattisgarh,uttar bastar kanker,May 2025,397,2398
delhi,central,May 2025,0,0
delhi,east,May 2025,0,0
delhi,new delhi,May 2025,271,259
delhi,north,May 2025,0,0
delhi,north east,May 2025,351,7754
delhi,north west,May 2025,0,0
delhi,shahdara,May 2025,440,913
delhi,south,May 2025,0,0
delhi,south east,May 2025,0,0
delhi,south west,May 2025,0,0
delhi,west,May 2025,0,0
goa,north goa,May 2025,2049,2289
goa,south goa,May 2025,2202,2188
gujarat,ahmedabad,May 2025,27177,40454
gujarat,amreli,May 2025,5434,4540
gujarat,anand,May 2025,7432,9057
gujarat,arvalli,May 2025,2360,1242
gujarat,banas kantha,May 2025,7142,8480
gujarat,bharuch,May 2025,5135,5066
gujarat,bhavnagar,May 2025,10156,10611
gujarat,botad,May 2025,1370,752
gujarat,chhotaudepur,May 2025,3901,2781
gujarat,dahod,May 2025,8377,6855
gujarat,dangs,May 2025,0,0
gujarat,devbhumi dwarka,May 2025,2476,1165
gujarat,gandhinagar,May 2025,5323,6353
gujarat,gir somnath,May 2025,2737,1688
gujarat,jamnagar,May 2025,7695,6573
gujarat,junagadh,May 2025,4568,9031
gujarat,kachchh,May 2025,10768,8013
gujarat,kheda,May 2025,6775,7951
gujarat,mahesana,May 2025,5382,7238
gujarat,mahisagar,May 2025,2174,1643
gujarat,morbi,May 2025,3969,1670
gujarat,narmada,May 2025,2301,3087
gujarat,navsari,May 2025,2904,2740
gujarat,panch mahals,May 2025,0,0
gujarat,patan,May 2025,4496,4617
gujarat,porbandar,May 2025,2491,2696
gujarat,rajkot,May 2025,13186,13774
gujarat,sabar kantha,May 2025,0,0
gujarat,surat,May 2025,20703,21712
gujarat,surendranagar,May 2025,0,0
gujarat,tapi,May 2025,2307,2764
gujarat,vadodara,May 2025,9922,17396
gujarat,valsad,May 2025,5074,5660
gujarat,vav tharad,May 2025,0,0
haryana,ambala,May 2025,2595,5584
haryana,bhiwani,May 2025,3560,6956
haryana,charkhi dadri,May 2025,275,866
haryana,faridabad,May 2025,4394,6637
haryana,fatehabad,May 2025,2589,4161
haryana,gurugram,May 2025,0,0
haryana,hisar,May 2025,5072,7266
haryana,jhajjar,May 2025,2083,3670
haryana,jind,May 2025,3306,6372
haryana,kaithal,May 2025,2881,5344
haryana,karnal,May 2025,3021,7129
haryana,kurukshetra,May 2025,2344,5548
haryana,mahendragarh,May 2025,1634,3057
haryana,nuh,May 2025,0,0
haryana,palwal,May 2025,2611,3067
haryana,panchkula,May 2025,1714,2447
haryana,panipat,May 2025,2801,5034
haryana,rewari,May 2025,1794,2565
haryana,rohtak,May 2025,2482,6085
haryana,sirsa,May 2025,3439,6291
haryana,sonipat,May 2025,3382,6491
haryana,yamunanagar,May 2025,0,0
himachal pradesh,bilaspur,May 2025,543,1318
himachal pradesh,chamba,May 2025,930,2000
himachal pradesh,hamirpur,May 2025,586,1034
himachal pradesh,kangra,May 2025,2600,4361
himachal pradesh,kinnaur,May 2025,127,207
himachal pradesh,kullu,May 2025,667,1074
himachal pradesh,lahaul and spiti,May 2025,0,0
himachal pradesh,mandi,May 2025,1730,3266
himachal pradesh,shimla,May 2025,1060,2141
himachal pradesh,sirmaur,May 2025,1182,1518
himachal pradesh,solan,May 2025,1152,2021
himachal pradesh,una,May 2025,844,1693
jammu and kashmir,anantnag,May 2025,2647,2361
jammu and kashmir,bandipora,May 2025,1156,1116
jammu and kashmir,baramulla,May 2025,2233,3890
jammu and kashmir,budgam,May 2025,2067,553
jammu and kashmir,doda,May 2025,1938,1969
jammu and kashmir,ganderbal,May 2025,572,798
jammu and kashmir,jammu,May 2025,3268,6010
jammu and kashmir,kathua,May 2025,2143,1970
jammu and kashmir,kishtwar,May 2025,1890,1547
jammu and kashmir,kulgam,May 2025,1479,1398
jammu and kashmir,kupwara,May 2025,2283,2807
jammu and kashmir,poonch,May 2025,0,0
jammu and kashmir,pulwama,May 2025,1112,1397
jammu and kashmir,rajouri,May 2025,2079,2244
jammu and kashmir,ramban,May 2025,1728,996
jammu and kashmir,reasi,May 2025,1873,1309
jammu and kashmir,samba,May 2025,462,493
jammu and kashmir,shopian,May 2025,0,0
jammu and kashmir,srinagar,May 2025,1888,4427
jammu and kashmir,udhampur,May 2025,2221,2341
jharkhand,bokaro,May 2025,6177,7932
jharkhand,chatra,May 2025,2477,3025
jharkhand,deoghar,May 2025,3670,3923
jharkhand,dhanbad,May 2025,5975,10849
jharkhand,dumka,May 2025,3576,4535
jharkhand,east singhbum,May 2025,7935,9554
jharkhand,garhwa,May 2025,3900,5551
jharkhand,giridih,May 2025,5697,6079
jharkhand,godda,May 2025,4276,3593
jharkhand,gumla,May 2025,3857,8406
jharkhand,hazaribagh,May 2025,4118,4588
jharkhand,jamtara,May 2025,2169,2513
jharkhand,khunti,May 2025,1600,2746
jharkhand,koderma,May 2025,2141,2873
jharkhand,latehar,May 2025,2121,1986
jharkhand,lohardaga,May 2025,1411,2759
jharkhand,pakur,May 2025,3570,2191
jharkhand,palamu,May 2025,4903,5628
jharkhand,ramgarh,May 2025,1944,2231
jharkhand,ranchi,May 2025,6079,13339
jharkhand,sahebganj,May 2025,5187,3655
jharkhand,saraikela kharsawan,May 2025,4303,5873
jharkhand,simdega,May 2025,2513,5907
jharkhand,west singhbhum,May 2025,8463,9863
karnataka,bagalkote,May 2025,5263,4338
karnataka,ballari,May 2025,3568,1489
karnataka,belagavi,May 2025,6509,3387
karnataka,bengaluru rural,May 2025,0,0
karnataka,bengaluru south,May 2025,0,0
karnataka,bengaluru urban,May 2025,0,0
karnataka,bidar,May 2025,4061,4348
karnataka,chamarajanagar,May 2025,2397,1974
karnataka,chikkaballapura,May 2025,3354,2327
karnataka,chikkamagaluru,May 2025,1708,794
karnataka,chitradurga,May 2025,5145,3765
karnataka,dakshina kannada,May 2025,6122,4229
karnataka,davanagere,May 2025,6435,6398
karnataka,dharwad,May 2025,5773,5683
karnataka,gadag,May 2025,3832,2349
karnataka,hassan,May 2025,5092,3318
karnataka,haveri,May 2025,4989,5536
karnataka,kalaburagi,May 2025,5253,3154
karnataka,kodagu,May 2025,1543,1096
karnataka,kolar,May 2025,5179,3878
karnataka,koppal,May 2025,4851,3125
karnataka,mandya,May 2025,5982,4304
karnataka,mysuru,May 2025,4685,3119
karnataka,raichur,May 2025,6937,6392
karnataka,shivamogga,May 2025,3585,1454
karnataka,tumakuru,May 2025,8247,7463
karnataka,udupi,May 2025,3341,1379
karnataka,uttara kannada,May 2025,4025,2290
karnataka,vijayanagara,May 2025,1099,2954
karnataka,vijayapura,May 2025,3969,2127
karnataka,yadgir,May 2025,4397,4065
kerala,alappuzha,May 2025,6743,6924
kerala,ernakulam,May 2025,14483,11650
kerala,idukki,May 2025,3849,3625
kerala,kannur,May 2025,9785,7844
kerala,kasaragod,May 2025,6767,4367
kerala,kollam,May 2025,9489,10764
kerala,kottayam,May 2025,5931,6195
kerala,kozhikode,May 2025,11230,9081
kerala,malappuram,May 2025,19020,15466
kerala,palakkad,May 2025,12059,12731
kerala,pathanamthitta,May 2025,3840,5534
kerala,thiruvananthapuram,May 2025,9780,12344
kerala,thrissur,May 2025,12809,10040
kerala,wayanad,May 2025,2450,2691
ladakh,kargil,May 2025,110,169
ladakh,leh ladakh,May 2025,0,0
lakshadweep,lakshadweep district,May 2025,0,0
madhya pradesh,agar malwa,May 2025,841,1203
madhya pradesh,alirajpur,May 2025,6203,4179
madhya pradesh,anuppur,May 2025,5999,5131
madhya pradesh,ashoknagar,May 2025,7612,3198
madhya pradesh,balaghat,May 2025,9527,7651
madhya pradesh,barwani,May 2025,13286,9751
madhya pradesh,betul,May 2025,7335,8768
madhya pradesh,bhind,May 2025,6903,3011
madhya pradesh,bhopal,May 2025,15573,12290
madhya pradesh,burhanpur,May 2025,5674,5891
madhya pradesh,chhatarpur,May 2025,11668,7228
madhya pradesh,chhindwara,May 2025,10252,10305
madhya pradesh,damoh,May 2025,9967,5839
madhya pradesh,datia,May 2025,4143,2035
madhya pradesh,dewas,May 2025,6519,5984
madhya pradesh,dhar,May 2025,15939,9186
madhya pradesh,dindori,May 2025,5198,3608
madhya pradesh,guna,May 2025,13763,5675
madhya pradesh,gwalior,May 2025,10115,6888
madhya pradesh,harda,May 2025,2538,2817
madhya pradesh,indore,May 2025,13712,13401
madhya pradesh,jabalpur,May 2025,9240,7673
madhya pradesh,jhabua,May 2025,7472,3874
madhya pradesh,katni,May 2025,5971,4594
madhya pradesh,khandwa east nimar,May 2025,0,0
madhya pradesh,khargone west nimar,May 2025,0,0
madhya pradesh,maihar,May 2025,0,0
madhya pradesh,mandla,May 2025,5699,3652
madhya pradesh,mandsaur,May 2025,6827,5260
madhya pradesh,mauganj,May 2025,16,57
madhya pradesh,morena,May 2025,14885,5592
madhya pradesh,narmadapuram,May 2025,183,724
madhya pradesh,narsimhapur,May 2025,254,829
madhya pradesh,neemuch,May 2025,5948,3106
madhya pradesh,niwari,May 2025,172,167
madhya pradesh,pandhurna,May 2025,0,0
madhya pradesh,panna,May 2025,8098,4489
madhya pradesh,raisen,May 2025,14220,5558
madhya pradesh,rajgarh,May 2025,12653,9470
madhya pradesh,ratlam,May 2025,10135,6574
madhya pradesh,rewa,May 2025,19729,8248
madhya pradesh,sagar,May 2025,13782,7704
madhya pradesh,satna,May 2025,14010,7218
madhya pradesh,sehore,May 2025,8701,7423
madhya pradesh,seoni,May 2025,7207,5208
madhya pradesh,shahdol,May 2025,6223,4920
madhya pradesh,shajapur,May 2025,9285,7605
madhya pradesh,sheopur,May 2025,5608,2771
madhya pradesh,shivpuri,May 2025,12507,6663
madhya pradesh,sidhi,May 2025,12495,4528
madhya pradesh,singrauli,May 2025,11020,2964
madhya pradesh,tikamgarh,May 2025,13118,7236
madhya pradesh,ujjain,May 2025,9806,6639
madhya pradesh,umaria,May 2025,2665,1952
madhya pradesh,vidisha,May 2025,8890,6068
maharashtra,ahilyanagar,May 2025,0,0
maharashtra,akola,May 2025,4847,14365
maharashtra,amravati,May 2025,8696,25649
maharashtra,beed,May 2025,8378,19884
maharashtra,bhandara,May 2025,2463,8202
maharashtra,buldhana,May 2025,5989,14168
maharashtra,chandrapur,May 2025,6205,17308
maharashtra,chhatrapati sambhajinagar,May 2025,119,458
maharashtra,dharashiv,May 2025,12,44
maharashtra,dhule,May 2025,7137,14966
maharashtra,gadchiroli,May 2025,3105,8605
maharashtra,gondia,May 2025,2717,6983
maharashtra,hingoli,May 2025,3574,8537
maharashtra,jalgaon,May 2025,12305,30929
maharashtra,jalna,May 2025,5279,13214
maharashtra,kolhapur,May 2025,11630,19495
maharashtra,latur,May 2025,7842,28794
maharashtra,mumbai,May 2025,14123,31216
maharashtra,mumbai suburban,May 2025,8945,8965
maharashtra,nagpur,May 2025,12341,27562
maharashtra,nanded,May 2025,8711,25421
maharashtra,nandurbar,May 2025,6834,17456
maharashtra,nashik,May 2025,15830,34979
maharashtra,palghar,May 2025,9368,9054
maharashtra,parbhani,May 2025,6247,14276
maharashtra,pune,May 2025,27138,34384
maharashtra,raigad,May 2025,303,1130
maharashtra,ratnagiri,May 2025,4055,7555
maharashtra,sangli,May 2025,6910,13750
maharashtra,satara,May 2025,7704,11503
maharashtra,sindhudurg,May 2025,1494,2406
maharashtra,solapur,May 2025,12393,25168
maharashtra,thane,May 2025,19874,39799
maharashtra,wardha,May 2025,2949,9005
maharashtra,washim,May 2025,3295,10789
maharashtra,yavatmal,May 2025,6927,23720
manipur,bishnupur,May 2025,895,531
manipur,chandel,May 2025,327,308
manipur,churachandpur,May 2025,666,752
manipur,imphal east,May 2025,1500,1170
manipur,imphal west,May 2025,1611,1244
manipur,jiribam,May 2025,28,229
manipur,kakching,May 2025,83,54
manipur,kamjong,May 2025,0,0
manipur,kangpokpi,May 2025,0,0
manipur,noney,May 2025,0,0
manipur,pherzawl,May 2025,0,0
manipur,senapati,May 2025,701,1258
manipur,tamenglong,May 2025,273,446
manipur,tengnoupal,May 2025,0,0
manipur,thoubal,May 2025,1534,1147
manipur,ukhrul,May 2025,411,634
meghalaya,east garo hills,May 2025,154,311
meghalaya,east jaintia hills,May 2025,168,100
meghalaya,east khasi hills,May 2025,838,1732
meghalaya,eastern west khasi hills,May 2025,0,0
meghalaya,north garo hills,May 2025,92,55
meghalaya,ri bhoi,May 2025,222,223
meghalaya,south garo hills,May 2025,56,125
meghalaya,south west garo hills,May 2025,230,291
meghalaya,south west khasi hills,May 2025,365,119
meghalaya,west garo hills,May 2025,1022,3790
meghalaya,west jaintia hills,May 2025,401,227
meghalaya,west khasi hills,May 2025,335,370
mizoram,aizawl,May 2025,1038,887
mizoram,champhai,May 2025,656,346
mizoram,hnahthial,May 2025,0,0
mizoram,khawzawl,May 2025,0,0
mizoram,kolasib,May 2025,377,268
mizoram,lawngtlai,May 2025,583,544
mizoram,lunglei,May 2025,1048,591
mizoram,mamit,May 2025,622,186
mizoram,saitual,May 2025,0,0
mizoram,serchhip,May 2025,232,239
mizoram,siaha,May 2025,0,0
nagaland,chumoukedima,May 2025,36,102
nagaland,dimapur,May 2025,550,2092
nagaland,kiphire,May 2025,268,471
nagaland,kohima,May 2025,231,1575
nagaland,longleng,May 2025,60,203
nagaland,meluri,May 2025,0,0
nagaland,mokokchung,May 2025,160,1241
nagaland,mon,May 2025,398,986
nagaland,niuland,May 2025,14,30
nagaland,noklak,May 2025,27,96
nagaland,peren,May 2025,165,545
nagaland,phek,May 2025,154,1094
nagaland,shamator,May 2025,0,0
nagaland,tseminyu,May 2025,19,55
nagaland,tuensang,May 2025,265,1384
nagaland,wokha,May 2025,160,776
nagaland,zunheboto,May 2025,99,911
odisha,angul,May 2025,3685,4471
odisha,balangir,May 2025,5403,5212
odisha,balasore,May 2025,0,0
odisha,bargarh,May 2025,3673,4914
odisha,bhadrak,May 2025,4829,4970
odisha,boudh,May 2025,1100,1416
odisha,cuttack,May 2025,7329,9848
odisha,deogarh,May 2025,0,0
odisha,dhenkanal,May 2025,3908,5083
odisha,gajapati,May 2025,3404,3637
odisha,ganjam,May 2025,13224,11705
odisha,jagatsinghapur,May 2025,2735,3606
odisha,jajpur,May 2025,6102,5715
odisha,jharsuguda,May 2025,1322,1497
odisha,kalahandi,May 2025,4081,6162
odisha,kandhamal,May 2025,3042,3395
odisha,kendrapara,May 2025,4115,4911
odisha,keonjhar,May 2025,0,0
odisha,khordha,May 2025,5387,6804
odisha,koraput,May 2025,4472,5755
odisha,malkangiri,May 2025,2683,2328
odisha,mayurbhanj,May 2025,9915,11102
odisha,nabarangpur,May 2025,5652,5744
odisha,nayagarh,May 2025,3146,4285
odisha,nuapada,May 2025,1883,2542
odisha,puri,May 2025,3900,4558
odisha,rayagada,May 2025,3326,3059
odisha,sambalpur,May 2025,2799,3167
odisha,sonepur,May 2025,1792,1372
odisha,sundargarh,May 2025,7319,7594
puducherry,karaikal,May 2025,567,853
puducherry,puducherry,May 2025,1664,1225
punjab,amritsar,May 2025,4809,12680
punjab,barnala,May 2025,1426,2412
punjab,bathinda,May 2025,3280,6189
punjab,faridkot,May 2025,1756,2828
punjab,fatehgarh sahib,May 2025,1324,2490
punjab,fazilka,May 2025,2615,3900
punjab,ferozepur,May 2025,1719,3471
punjab,gurdaspur,May 2025,3494,9071
punjab,hoshiarpur,May 2025,3279,7156
punjab,jalandhar,May 2025,4547,11979
punjab,kapurthala,May 2025,1762,5143
punjab,ludhiana,May 2025,8273,15090
punjab,malerkotla,May 2025,696,1246
punjab,mansa,May 2025,2309,4700
punjab,moga,May 2025,2535,5081
punjab,pathankot,May 2025,953,1554
punjab,patiala,May 2025,7008,8087
punjab,rupnagar,May 2025,1581,3548
punjab,s a s nagar,May 2025,0,0
punjab,sangrur,May 2025,3507,5546
punjab,shahid bhagat singh nagar,May 2025,1455,2209
punjab,sri muktsar sahib,May 2025,1859,3299
punjab,tarn taran,May 2025,2384,6834
rajasthan,ajmer,May 2025,4645,6589
rajasthan,alwar,May 2025,7561,10382
rajasthan,balotra,May 2025,0,0
rajasthan,banswara,May 2025,2205,3712
rajasthan,baran,May 2025,2119,3301
rajasthan,barmer,May 2025,5786,7592
rajasthan,beawar,May 2025,0,0
rajasthan,bharatpur,May 2025,4546,6419
rajasthan,bhilwara,May 2025,3291,4164
rajasthan,bikaner,May 2025,3428,6913
rajasthan,bundi,May 2025,1915,2780
rajasthan,chittorgarh,May 2025,2122,2567
rajasthan,churu,May 2025,3930,6946
rajasthan,dausa,May 2025,3437,4940
rajasthan,deeg,May 2025,0,0
rajasthan,dholpur,May 2025,3239,2816
rajasthan,didwana kuchaman,May 2025,0,0
rajasthan,dungarpur,May 2025,2128,3100
rajasthan,ganganagar,May 2025,3100,6370
rajasthan,hanumangarh,May 2025,2730,5715
rajasthan,jaipur,May 2025,12897,22745
rajasthan,jaisalmer,May 2025,1218,1954
rajasthan,jalore,May 2025,2775,4881
rajasthan,jhalawar,May 2025,1688,3065
rajasthan,jhunjhunu,May 2025,3202,7058
rajasthan,jodhpur,May 2025,7037,11109
rajasthan,karauli,May 2025,3996,3254
rajasthan,khairthal tijara,May 2025,0,0
rajasthan,kota,May 2025,2917,4564
rajasthan,kotputli behror,May 2025,0,0
rajasthan,nagaur,May 2025,7766,11141
rajasthan,pali,May 2025,4638,8816
rajasthan,phalodi,May 2025,0,0
rajasthan,pratapgarh,May 2025,1573,1989
rajasthan,rajsamand,May 2025,2012,2688
rajasthan,salumbar,May 2025,0,0
rajasthan,sawai madhopur,May 2025,2957,3667
rajasthan,sikar,May 2025,6620,9884
rajasthan,sirohi,May 2025,2157,3583
rajasthan,tonk,May 2025,2736,3996
rajasthan,udaipur,May 2025,5502,7488
sikkim,gangtok,May 2025,0,0
sikkim,gyalshing,May 2025,0,0
sikkim,mangan,May 2025,0,0
sikkim,namchi,May 2025,0,0
sikkim,pakyong,May 2025,0,0
sikkim,soreng,May 2025,0,0
tamil nadu,ariyalur,May 2025,3288,5623
tamil nadu,chengalpattu,May 2025,246,244
tamil nadu,chennai,May 2025,10494,14069
tamil nadu,coimbatore,May 2025,11391,18515
tamil nadu,cuddalore,May 2025,9753,8580
tamil nadu,dharmapuri,May 2025,5269,3623
tamil nadu,dindigul,May 2025,6447,13730
tamil nadu,erode,May 2025,6144,9260
tamil nadu,kallakurichi,May 2025,235,267
tamil nadu,kancheepuram,May 2025,12512,12815
tamil nadu,kanniyakumari,May 2025,6134,5795
tamil nadu,karur,May 2025,3015,3114
tamil nadu,krishnagiri,May 2025,6711,4807
tamil nadu,madurai,May 2025,10264,12920
tamil nadu,mayiladuthurai,May 2025,61,16
tamil nadu,nagapattinam,May 2025,4350,4403
tamil nadu,namakkal,May 2025,4830,8230
tamil nadu,perambalur,May 2025,3395,2814
tamil nadu,pudukkottai,May 2025,6212,7897
tamil nadu,ramanathapuram,May 2025,5613,6345
tamil nadu,ranipet,May 2025,0,0
tamil nadu,salem,May 2025,11295,13534
tamil nadu,sivaganga,May 2025,4581,4940
tamil nadu,tenkasi,May 2025,169,156
tamil nadu,thanjavur,May 2025,6270,11725
tamil nadu,the nilgiris,May 2025,2255,2325
tamil nadu,theni,May 2025,4675,5234
tamil nadu,thiruvallur,May 2025,12916,12731
tamil nadu,thiruvarur,May 2025,2306,3829
tamil nadu,thoothukkudi,May 2025,4809,7408
tamil nadu,tiruchirappalli,May 2025,7749,13335
tamil nadu,tirunelveli,May 2025,7143,11212
tamil nadu,tirupathur,May 2025,587,324
tamil nadu,tiruppur,May 2025,8344,9137
tamil nadu,tiruvannamalai,May 2025,8800,6099
tamil nadu,vellore,May 2025,8950,9217
tamil nadu,viluppuram,May 2025,9351,8881
tamil nadu,virudhunagar,May 2025,5832,6712
telangana,adilabad,May 2025,4366,2628
telangana,bhadradri kothagudem,May 2025,768,637
telangana,hanumakonda,May 2025,211,812
telangana,hyderabad,May 2025,11273,10381
telangana,jagitial,May 2025,632,450
telangana,jangoan,May 2025,197,207
telangana,jayashankar bhupalapally,May 2025,224,258
telangana,jogulamba gadwal,May 2025,438,518
telangana,kamareddy,May 2025,530,556
telangana,karimnagar,May 2025,10235,6136
telangana,khammam,May 2025,4718,1750
telangana,kumuram bheem asifabad,May 2025,0,0
telangana,mahabubabad,May 2025,479,398
telangana,mahabubnagar,May 2025,10931,7444
telangana,mancherial,May 2025,651,504
telangana,medak,May 2025,6326,4874
telangana,medchal malkajgiri,May 2025,1259,1794
telangana,mulugu,May 2025,310,276
telangana,nagarkurnool,May 2025,564,397
telangana,nalgonda,May 2025,9860,5568
telangana,narayanpet,May 2025,193,213
telangana,nirmal,May 2025,397,474
telangana,nizamabad,May 2025,6063,4904
telangana,peddapalli,May 2025,278,363
telangana,rajanna sircilla,May 2025,386,322
telangana,ranga reddy,May 2025,70,213
telangana,sangareddy,May 2025,964,709
telangana,siddipet,May 2025,511,316
telangana,suryapet,May 2025,919,1110
telangana,vikarabad,May 2025,591,465
telangana,wanaparthy,May 2025,474,501
telangana,warangal,May 2025,6772,3636
telangana,yadadri bhuvanagiri,May 2025,0,0
the dadra and nagar haveli and daman and diu,dadra and nagar haveli,May 2025,0,0
the dadra and nagar haveli and daman and diu,daman,May 2025,0,0
the dadra and nagar haveli and daman and diu,diu,May 2025,0,0
tripura,dhalai,May 2025,2334,1623
tripura,gomati,May 2025,998,306
tripura,khowai,May 2025,683,266
tripura,north tripura,May 2025,1636,2476
tripura,sepahijala,May 2025,1374,668
tripura,south tripura,May 2025,2200,3539
tripura,unakoti,May 2025,1228,372
tripura,west tripura,May 2025,3376,6890
uttar pradesh,agra,May 2025,19333,9245
uttar pradesh,aligarh,May 2025,19473,5828
uttar pradesh,ambedkar nagar,May 2025,4252,3498
uttar pradesh,amethi,May 2025,8213,3504
uttar pradesh,amroha,May 2025,9789,2787
uttar pradesh,auraiya,May 2025,5379,2137
uttar pradesh,ayodhya,May 2025,386,490
uttar pradesh,azamgarh,May 2025,9563,8009
uttar pradesh,baghpat,May 2025,3738,1976
uttar pradesh,bahraich,May 2025,14316,4724
uttar pradesh,ballia,May 2025,9215,5932
uttar pradesh,balrampur,May 2025,5784,3234
uttar pradesh,banda,May 2025,5582,3035
uttar pradesh,bara banki,May 2025,12134,5094
uttar pradesh,bareilly,May 2025,19714,6883
uttar pradesh,basti,May 2025,7759,4102
uttar pradesh,bhadohi,May 2025,333,292
uttar pradesh,bijnor,May 2025,15240,7800
uttar pradesh,budaun,May 2025,7218,3058
uttar pradesh,bulandshahr,May 2025,17926,5255
uttar pradesh,chandauli,May 2025,6024,2900
uttar pradesh,chitrakoot,May 2025,4951,2014
uttar pradesh,deoria,May 2025,9476,5853
uttar pradesh,etah,May 2025,11242,2447
uttar pradesh,etawah,May 2025,6106,2785
uttar pradesh,farrukhabad,May 2025,6515,2114
uttar pradesh,fatehpur,May 2025,7529,4783
uttar pradesh,firozabad,May 2025,12496,3316
uttar pradesh,gautam buddha nagar,May 2025,5563,5199
uttar pradesh,ghaziabad,May 2025,13551,11150
uttar pradesh,ghazipur,May 2025,9778,5712
uttar pradesh,gonda,May 2025,9092,5299
uttar pradesh,gorakhpur,May 2025,7632,9803
uttar pradesh,hamirpur,May 2025,2703,1758
uttar pradesh,hapur,May 2025,3530,1885
uttar pradesh,hardoi,May 2025,17625,5669
uttar pradesh,hathras,May 2025,8660,2155
uttar pradesh,jalaun,May 2025,4932,3025
uttar pradesh,jaunpur,May 2025,11317,6959
uttar pradesh,jhansi,May 2025,6462,4314
uttar pradesh,kannauj,May 2025,5736,2040
uttar pradesh,kanpur dehat,May 2025,6873,2107
uttar pradesh,kanpur nagar,May 2025,9393,10813
uttar pradesh,kasganj,May 2025,6215,2130
uttar pradesh,kaushambi,May 2025,11295,2012
uttar pradesh,kheri,May 2025,10615,4323
uttar pradesh,kushinagar,May 2025,7693,6395
uttar pradesh,lalitpur,May 2025,3420,2509
uttar pradesh,lucknow,May 2025,12945,10891
uttar pradesh,mahoba,May 2025,2569,1192
uttar pradesh,mahrajganj,May 2025,5024,4153
uttar pradesh,mainpuri,May 2025,6433,2568
uttar pradesh,mathura,May 2025,9243,4382
uttar pradesh,mau,May 2025,4313,3847
uttar pradesh,meerut,May 2025,11034,7199
uttar pradesh,mirzapur,May 2025,8407,3269
uttar pradesh,moradabad,May 2025,10658,5928
uttar pradesh,muzaffarnagar,May 2025,13303,6068
uttar pradesh,pilibhit,May 2025,13196,4025
uttar pradesh,pratapgarh,May 2025,9562,5244
uttar pradesh,prayagraj,May 2025,1360,1206
uttar pradesh,rae bareli,May 2025,9465,4443
uttar pradesh,rampur,May 2025,9983,4129
uttar pradesh,saharanpur,May 2025,12000,8147
uttar pradesh,sambhal,May 2025,8790,2357
uttar pradesh,sant kabir nagar,May 2025,4712,3388
uttar pradesh,shahjahanpur,May 2025,11931,3592
uttar pradesh,shamli,May 2025,7928,3876
uttar pradesh,shrawasti,May 2025,3846,1855
uttar pradesh,siddharthnagar,May 2025,5460,3691
uttar pradesh,sitapur,May 2025,26291,6654
uttar pradesh,sonbhadra,May 2025,5976,2883
uttar pradesh,sultanpur,May 2025,4920,3567
uttar pradesh,unnao,May 2025,11611,6275
uttar pradesh,varanasi,May 2025,12745,8747
uttarakhand,almora,May 2025,1134,1546
uttarakhand,bageshwar,May 2025,681,1962
uttarakhand,chamoli,May 2025,858,1451
uttarakhand,champawat,May 2025,849,1125
uttarakhand,dehradun,May 2025,3758,6884
uttarakhand,haridwar,May 2025,5031,5134
uttarakhand,nainital,May 2025,2371,3326
uttarakhand,pauri garhwal,May 2025,1417,2043
uttarakhand,pithoragarh,May 2025,1014,1622
uttarakhand,rudraprayag,May 2025,638,1250
uttarakhand,tehri garhwal,May 2025,1344,2772
uttarakhand,udham singh nagar,May 2025,6224,6353
uttarakhand,uttarkashi,May 2025,972,1163
west bengal,alipurduar,May 2025,454,490
west bengal,bankura,May 2025,6792,5331
west bengal,birbhum,May 2025,5958,6296
west bengal,cooch behar,May 2025,2548,3213
west bengal,dakshin dinajpur,May 2025,2070,2188
west bengal,darjeeling,May 2025,1693,3139
west bengal,hooghly,May 2025,9445,10873
west bengal,howrah,May 2025,5192,7400
west bengal,jalpaiguri,May 2025,3770,5726
west bengal,jhargram,May 2025,177,257
west bengal,kalimpong,May 2025,34,24
west bengal,kolkata,May 2025,3322,8352
west bengal,malda,May 2025,4181,6592
west bengal,murshidabad,May 2025,10714,13442
west bengal,nadia,May 2025,6885,8781
west bengal,north parganas,May 2025,11231,15085
west bengal,paschim bardhaman,May 2025,450,1037
west bengal,paschim medinipur,May 2025,7812,7652
west bengal,purba bardhaman,May 2025,542,1012
west bengal,purba medinipur,May 2025,8040,7193
west bengal,purulia,May 2025,4454,6269
west bengal,south parganas,May 2025,12468,13241
west bengal,uttar dinajpur,May 2025,3599,5378
andaman and nicobar islands,nicobars,June 2025,61,75
andaman and nicobar islands,north and middle andaman,June 2025,292,453
andaman and nicobar islands,south andamans,June 2025,481,442
