date,state,district,age_0_5,age_5_17,age_18_greater
2025-03-11,chhattisgarh,dantewada,13,1,0
2025-03-11,chhattisgarh,dhamtari,8,0,0
2025-03-11,chhattisgarh,durg,11,3,0
2025-03-11,chhattisgarh,gariyaband,6,0,0
2025-03-11,chhattisgarh,janjgir-champa,27,6,0
2025-03-11,chhattisgarh,jashpur,11,5,0
2025-03-11,chhattisgarh,kabeerdham,4,0,0
2025-03-11,chhattisgarh,kanker,7,2,0
2025-03-11,chhattisgarh,kawardha,14,1,0
2025-03-11,chhattisgarh,khairagarh chhuikhadan gandai,1,0,0
2025-03-11,chhattisgarh,kondagaon,9,8,0
2025-03-11,chhattisgarh,korba,16,3,0
2025-03-11,chhattisgarh,koriya,3,4,0
2025-03-11,chhattisgarh,mahasamund,23,3,0
2025-03-11,chhattisgarh,manendragarh–chirmiri–bharatpur,1,0,0
2025-03-11,chhattisgarh,mohla-manpur-ambagarh chouki,0,1,0
2025-03-11,chhattisgarh,mungeli,4,0,0
2025-03-11,chhattisgarh,narayanpur,5,3,0
2025-03-11,chhattisgarh,raigarh,15,0,1
2025-03-11,chhattisgarh,raipur,37,10,0
2025-03-11,chhattisgarh,rajnandgaon,18,0,1
2025-03-11,chhattisgarh,sakti,2,0,0
2025-03-11,chhattisgarh,sarangarh-bilaigarh,3,0,0
2025-03-11,chhattisgarh,sukma,4,1,0
2025-03-11,chhattisgarh,surajpur,17,1,0
2025-03-11,chhattisgarh,surguja,9,3,1
2025-03-11,chhattisgarh,uttar bastar kanker,4,2,0
2025-03-11,dadra and nagar haveli,dadra and nagar haveli,4,0,0
2025-03-11,dadra and nagar haveli and daman and diu,daman,1,0,0
2025-03-11,delhi,central delhi,9,4,1
2025-03-11,delhi,east delhi,25,1,1
2025-03-11,delhi,new delhi,1,0,0
2025-03-11,delhi,north delhi,20,6,0
2025-03-11,delhi,north east,1,0,0
2025-03-11,delhi,north east delhi,44,9,0
2025-03-11,delhi,north west delhi,64,18,2
2025-03-11,delhi,shahdara,1,0,0
2025-03-11,delhi,south delhi,50,12,2
2025-03-11,delhi,south west delhi,28,4,1
2025-03-11,delhi,west delhi,25,3,1
2025-03-11,goa,north goa,4,2,1
2025-03-11,goa,south goa,1,1,0
2025-03-11,gujarat,ahmadabad,2,1,0
2025-03-11,gujarat,ahmedabad,39,19,6
2025-03-11,gujarat,amreli,13,3,2
2025-03-11,gujarat,anand,19,2,5
2025-03-11,gujarat,arvalli,4,1,0
2025-03-11,gujarat,banas kantha,2,0,0
2025-03-11,gujarat,banaskantha,17,8,5
2025-03-11,gujarat,bharuch,12,1,2
2025-03-11,gujarat,bhavnagar,31,3,6
2025-03-11,gujarat,botad,2,0,8
2025-03-11,gujarat,chhotaudepur,5,2,0
2025-03-11,gujarat,dahod,15,16,8
2025-03-11,gujarat,devbhumi dwarka,1,0,1
2025-03-11,gujarat,dohad,6,6,0
2025-03-11,gujarat,gandhinagar,14,2,7
2025-03-11,gujarat,gir somnath,21,3,0
2025-03-11,gujarat,jamnagar,11,1,5
2025-03-11,gujarat,junagadh,20,0,0
2025-03-11,gujarat,kachchh,24,4,6
2025-03-11,gujarat,kheda,27,2,3
2025-03-11,gujarat,mahesana,21,4,0
2025-03-11,gujarat,mahisagar,2,0,0
2025-03-11,gujarat,morbi,8,5,3
2025-03-11,gujarat,narmada,8,0,0
2025-03-11,gujarat,navsari,7,1,1
2025-03-11,gujarat,panch mahals,1,0,0
2025-03-11,gujarat,panchmahals,20,1,0
2025-03-11,gujarat,patan,12,1,5
2025-03-11,gujarat,porbandar,6,2,2
2025-03-11,gujarat,rajkot,40,7,6
2025-03-11,gujarat,sabarkantha,13,5,14
2025-03-11,gujarat,surat,72,17,3
2025-03-11,gujarat,surendra nagar,14,6,0
2025-03-11,gujarat,surendranagar,1,0,0
2025-03-11,gujarat,tapi,12,3,4
2025-03-11,gujarat,the dangs,6,0,0
2025-03-11,gujarat,vadodara,55,16,4
2025-03-11,gujarat,valsad,18,2,0
2025-03-11,haryana,ambala,28,2,0
2025-03-11,haryana,bhiwani,25,2,0
2025-03-11,haryana,charkhi dadri,11,0,0
2025-03-11,haryana,faridabad,60,10,0
2025-03-11,haryana,fatehabad,26,1,1
2025-03-11,haryana,gurgaon,29,9,0
2025-03-11,haryana,hisar,42,3,0
2025-03-11,haryana,jhajjar,18,0,0
2025-03-11,haryana,jind,33,0,0
2025-03-11,haryana,kaithal,10,1,0
2025-03-11,haryana,karnal,23,0,0
2025-03-11,haryana,kurukshetra,28,0,0
2025-03-11,haryana,mahendragarh,20,1,0
2025-03-11,haryana,mewat,49,3,0
2025-03-11,haryana,palwal,34,0,0
2025-03-11,haryana,panchkula,17,1,0
2025-03-11,haryana,panipat,22,4,1
2025-03-11,haryana,rewari,13,2,0
2025-03-11,haryana,rohtak,24,1,1
2025-03-11,haryana,sirsa,15,0,0
2025-03-11,haryana,sonipat,23,2,0
2025-03-11,haryana,yamuna nagar,34,0,0
2025-03-11,haryana,yamunanagar,1,0,0
2025-03-11,himachal pradesh,bilaspur,6,0,0
2025-03-11,himachal pradesh,chamba,12,0,3
2025-03-11,himachal pradesh,hamirpur,11,0,0
2025-03-11,himachal pradesh,kangra,31,0,0
2025-03-11,himachal pradesh,kinnaur,5,0,1
2025-03-11,himachal pradesh,kullu,18,1,1
2025-03-11,himachal pradesh,mandi,25,1,0
2025-03-11,himachal pradesh,shimla,19,2,0
2025-03-11,himachal pradesh,sirmaur,9,0,1
2025-03-11,himachal pradesh,solan,8,1,0
2025-03-11,himachal pradesh,una,6,0,0
2025-03-11,jammu & kashmir,jammu,1,0,0
2025-03-11,jammu and kashmir,anantnag,22,1,0
2025-03-11,jammu and kashmir,badgam,12,1,0
2025-03-11,jammu and kashmir,bandipore,7,0,0
2025-03-11,jammu and kashmir,baramula,18,4,0
2025-03-11,jammu and kashmir,budgam,4,0,0
2025-03-11,jammu and kashmir,doda,40,14,0
2025-03-11,jammu and kashmir,ganderbal,4,0,1
2025-03-11,jammu and kashmir,jammu,28,5,1
2025-03-11,jammu and kashmir,kargil,7,4,0
2025-03-11,jammu and kashmir,kathua,11,4,0
2025-03-11,jammu and kashmir,kishtwar,20,5,0
2025-03-11,jammu and kashmir,kulgam,6,3,0
2025-03-11,jammu and kashmir,kupwara,14,7,0
2025-03-11,jammu and kashmir,pulwama,23,0,0
2025-03-11,jammu and kashmir,punch,13,9,0
2025-03-11,jammu and kashmir,rajouri,22,9,0
2025-03-11,jammu and kashmir,ramban,10,7,0
2025-03-11,jammu and kashmir,reasi,8,5,0
2025-03-11,jammu and kashmir,samba,6,0,2
2025-03-11,jammu and kashmir,shupiyan,3,3,0
2025-03-11,jammu and kashmir,srinagar,13,1,0
2025-03-11,jammu and kashmir,udhampur,18,5,0
2025-03-11,jharkhand,bokaro,32,22,0
2025-03-11,jharkhand,chatra,11,11,0
2025-03-11,jharkhand,deoghar,33,30,0
2025-03-11,jharkhand,dhanbad,24,25,0
2025-03-11,jharkhand,dumka,26,15,0
2025-03-11,jharkhand,east singhbhum,29,19,0
2025-03-11,jharkhand,garhwa,44,18,0
2025-03-11,jharkhand,garhwa *,7,1,0
2025-03-11,jharkhand,giridih,47,42,1
2025-03-11,jharkhand,godda,16,14,0
2025-03-11,jharkhand,gumla,23,18,0
2025-03-11,jharkhand,hazaribag,0,2,0
2025-03-11,jharkhand,hazaribagh,23,17,0
2025-03-11,jharkhand,jamtara,28,8,2
2025-03-11,jharkhand,khunti,7,6,0
2025-03-11,jharkhand,kodarma,0,3,0
2025-03-11,jharkhand,koderma,7,5,1
2025-03-11,jharkhand,latehar,10,12,0
2025-03-11,jharkhand,lohardaga,14,5,0
2025-03-11,jharkhand,pakaur,2,0,0
2025-03-11,jharkhand,pakur,11,2,0
2025-03-11,jharkhand,palamau,1,2,0
2025-03-11,jharkhand,palamu,46,5,0
2025-03-11,jharkhand,pashchimi singhbhum,3,0,0
2025-03-11,jharkhand,purbi singhbhum,4,1,0
2025-03-11,jharkhand,ramgarh,10,10,0
2025-03-11,jharkhand,ranchi,51,20,0
2025-03-11,jharkhand,sahebganj,20,18,0
2025-03-11,jharkhand,sahibganj,3,3,0
2025-03-11,jharkhand,seraikela-kharsawan,21,2,0
2025-03-11,jharkhand,simdega,9,6,0
2025-03-11,jharkhand,west singhbhum,34,18,0
2025-03-11,karnataka,bagalkot,15,4,1
2025-03-11,karnataka,bagalkot *,1,0,0
2025-03-11,karnataka,ballari,13,0,0
2025-03-11,karnataka,bangalore,13,4,0
2025-03-11,karnataka,bangalore rural,9,3,2
2025-03-11,karnataka,belagavi,26,7,3
2025-03-11,karnataka,belgaum,23,4,0
2025-03-11,karnataka,bellary,15,0,0
2025-03-11,karnataka,bengaluru,34,45,62
2025-03-11,karnataka,bengaluru south,0,11,0
2025-03-11,karnataka,bidar,13,6,1
2025-03-11,karnataka,bijapur,8,7,0
2025-03-11,karnataka,chamarajanagar,1,0,0
2025-03-11,karnataka,chamrajanagar,6,3,0
2025-03-11,karnataka,chamrajnagar,0,1,0
2025-03-11,karnataka,chickmagalur,4,0,0
2025-03-11,karnataka,chikkaballapur,9,1,0
2025-03-11,karnataka,chikkamagaluru,3,1,0
2025-03-11,karnataka,chitradurga,10,1,6
2025-03-11,karnataka,dakshina kannada,17,0,1
2025-03-11,karnataka,davanagere,1,1,0
2025-03-11,karnataka,davangere,10,1,0
2025-03-11,karnataka,dharwad,15,6,0
2025-03-11,karnataka,gadag,11,2,0
2025-03-11,karnataka,gadag *,0,1,0
2025-03-11,karnataka,gulbarga,10,4,0
2025-03-11,karnataka,hasan,4,0,0
2025-03-11,karnataka,hassan,8,2,0
2025-03-11,karnataka,haveri,14,0,3
2025-03-11,karnataka,kalaburagi,6,1,43
2025-03-11,karnataka,kodagu,3,1,0
2025-03-11,karnataka,kolar,18,2,0
2025-03-11,karnataka,koppal,22,5,0
2025-03-11,karnataka,mandya,9,1,0
2025-03-11,karnataka,mysore,9,1,0
2025-03-11,karnataka,mysuru,6,3,1
2025-03-11,karnataka,raichur,23,10,0
2025-03-11,karnataka,ramanagar,7,4,2
2025-03-11,karnataka,shimoga,3,0,0
2025-03-11,karnataka,shivamogga,5,1,0
2025-03-11,karnataka,tumakuru,9,0,0
2025-03-11,karnataka,tumkur,9,1,0
2025-03-11,karnataka,udupi,13,1,0
2025-03-11,karnataka,uttara kannada,9,3,1
2025-03-11,karnataka,vijayanagara,5,0,0
2025-03-11,karnataka,vijayapura,15,2,3
2025-03-11,karnataka,yadgir,18,4,16
2025-03-11,kerala,alappuzha,20,7,2
2025-03-11,kerala,ernakulam,29,6,22
2025-03-11,kerala,idukki,7,3,0
2025-03-11,kerala,kannur,30,11,2
2025-03-11,kerala,kasaragod,17,8,2
2025-03-11,kerala,kasargod,2,1,0
2025-03-11,kerala,kollam,28,9,2
2025-03-11,kerala,kottayam,12,8,2
2025-03-11,kerala,kozhikode,25,9,0
2025-03-11,kerala,malappuram,61,29,1
2025-03-11,kerala,palakkad,33,13,11
2025-03-11,kerala,pathanamthitta,7,3,2
2025-03-11,kerala,thiruvananthapuram,48,9,0
2025-03-11,kerala,thrissur,32,7,1
2025-03-11,kerala,wayanad,9,3,0
2025-03-11,ladakh,kargil,4,2,0
2025-03-11,lakshadweep,lakshadweep,2,0,0
2025-03-11,madhya pradesh,agar malwa,17,0,0
2025-03-11,madhya pradesh,alirajpur,15,13,0
2025-03-11,madhya pradesh,anuppur,45,2,0
2025-03-11,madhya pradesh,ashok nagar,15,5,1
2025-03-11,madhya pradesh,balaghat,39,4,0
2025-03-11,madhya pradesh,barwani,42,21,0
2025-03-11,madhya pradesh,betul,39,8,0
2025-03-11,madhya pradesh,bhind,41,28,0
2025-03-11,madhya pradesh,bhopal,64,9,0
2025-03-11,madhya pradesh,burhanpur,16,13,0
2025-03-11,madhya pradesh,chhatarpur,47,31,8
2025-03-11,madhya pradesh,chhindwara,54,5,0
2025-03-11,madhya pradesh,damoh,55,11,0
2025-03-11,madhya pradesh,datia,16,9,0
2025-03-11,madhya pradesh,dewas,57,6,0
2025-03-11,madhya pradesh,dhar,55,18,7
2025-03-11,madhya pradesh,dindori,16,4,0
2025-03-11,madhya pradesh,east nimar,15,12,0
2025-03-11,madhya pradesh,guna,48,13,0
2025-03-11,madhya pradesh,gwalior,56,24,7
2025-03-11,madhya pradesh,harda,7,1,0
2025-03-11,madhya pradesh,hoshangabad,28,4,0
2025-03-11,madhya pradesh,indore,54,23,0
2025-03-11,madhya pradesh,jabalpur,67,14,4
2025-03-11,madhya pradesh,jhabua,31,35,1
2025-03-11,madhya pradesh,katni,56,17,0
2025-03-11,madhya pradesh,khandwa,12,8,0
2025-03-11,madhya pradesh,khargone,28,11,1
2025-03-11,madhya pradesh,maihar,2,0,2
2025-03-11,madhya pradesh,mandla,25,2,0
2025-03-11,madhya pradesh,mandsaur,101,6,0
2025-03-11,madhya pradesh,mauganj,7,0,0
2025-03-11,madhya pradesh,morena,42,24,6
2025-03-11,madhya pradesh,narmadapuram,3,1,3
2025-03-11,madhya pradesh,narsimhapur,5,2,0
2025-03-11,madhya pradesh,narsinghpur,15,5,1
2025-03-11,madhya pradesh,neemuch,64,3,1
2025-03-11,madhya pradesh,niwari,1,0,0
2025-03-11,madhya pradesh,pandhurna,0,0,1
2025-03-11,madhya pradesh,panna,38,12,0
2025-03-11,madhya pradesh,raisen,33,2,0
2025-03-11,madhya pradesh,rajgarh,12,5,0
2025-03-11,madhya pradesh,ratlam,65,14,0
2025-03-11,madhya pradesh,rewa,73,11,0
2025-03-11,madhya pradesh,sagar,64,11,4
2025-03-11,madhya pradesh,satna,78,17,1
2025-03-11,madhya pradesh,sehore,29,5,1
2025-03-11,madhya pradesh,seoni,29,2,0
2025-03-11,madhya pradesh,shahdol,29,3,2
2025-03-11,madhya pradesh,shajapur,56,11,0
2025-03-11,madhya pradesh,sheopur,12,6,0
2025-03-11,madhya pradesh,shivpuri,21,15,0
2025-03-11,madhya pradesh,sidhi,54,3,0
2025-03-11,madhya pradesh,singrauli,60,7,0
2025-03-11,madhya pradesh,tikamgarh,35,9,1
2025-03-11,madhya pradesh,ujjain,93,18,3
2025-03-11,madhya pradesh,umaria,29,9,0
2025-03-11,madhya pradesh,vidisha,23,4,5
2025-03-11,madhya pradesh,west nimar,4,0,0
2025-03-11,maharashtra,ahmadnagar,47,15,4
2025-03-11,maharashtra,ahmed nagar,2,2,0
2025-03-11,maharashtra,akola,28,5,0
2025-03-11,maharashtra,amravati,19,2,0
2025-03-11,maharashtra,aurangabad,45,12,0
2025-03-11,maharashtra,beed,45,13,0
2025-03-11,maharashtra,bhandara,10,0,0
2025-03-11,maharashtra,bid,3,0,0
2025-03-11,maharashtra,buldana,2,0,0
2025-03-11,maharashtra,buldhana,22,4,0
2025-03-11,maharashtra,chandrapur,13,4,1
2025-03-11,maharashtra,chatrapati sambhaji nagar,0,2,0
2025-03-11,maharashtra,chhatrapati sambhajinagar,2,6,2
2025-03-11,maharashtra,dharashiv,2,0,0
2025-03-11,maharashtra,dhule,27,29,0
2025-03-11,maharashtra,gadchiroli,6,0,0
2025-03-11,maharashtra,gondiya,10,0,0
2025-03-11,maharashtra,gondiya *,1,0,0
2025-03-11,maharashtra,hingoli,20,1,0
2025-03-11,maharashtra,jalgaon,51,12,5
2025-03-11,maharashtra,jalna,29,8,1
2025-03-11,maharashtra,kolhapur,48,4,7
2025-03-11,maharashtra,latur,31,11,2
2025-03-11,maharashtra,mumbai,63,26,0
2025-03-11,maharashtra,mumbai city,16,1,0
2025-03-11,maharashtra,mumbai suburban,51,26,0
2025-03-11,maharashtra,mumbai( sub urban ),6,2,0
2025-03-11,maharashtra,nagpur,49,14,0
2025-03-11,maharashtra,nanded,42,8,1
2025-03-11,maharashtra,nandurbar,39,10,2
2025-03-11,maharashtra,nashik,75,29,1
2025-03-11,maharashtra,osmanabad,19,3,0
2025-03-11,maharashtra,palghar,41,15,1
2025-03-11,maharashtra,parbhani,35,2,1
2025-03-11,maharashtra,pune,145,43,14
2025-03-11,maharashtra,raigad,9,0,0
2025-03-11,maharashtra,raigarh,32,5,0
2025-03-11,maharashtra,ratnagiri,18,1,0
2025-03-11,maharashtra,sangli,25,9,0
2025-03-11,maharashtra,satara,32,4,0
2025-03-11,maharashtra,sindhudurg,10,3,0
2025-03-11,maharashtra,solapur,47,17,0
2025-03-11,maharashtra,thane,115,57,3
2025-03-11,maharashtra,wardha,8,0,0
2025-03-11,maharashtra,washim,11,0,0
2025-03-11,maharashtra,yavatmal,34,5,11
2025-03-11,manipur,bishnupur,3,3,0
2025-03-11,manipur,chandel,0,3,0
2025-03-11,manipur,churachandpur,3,10,0
2025-03-11,manipur,imphal east,1,4,0
2025-03-11,manipur,imphal west,8,7,0
2025-03-11,manipur,senapati,4,6,0
2025-03-11,manipur,tamenglong,0,2,0
2025-03-11,manipur,thoubal,0,2,0
2025-03-11,manipur,ukhrul,1,6,0
2025-03-11,meghalaya,east garo hills,3,9,0
2025-03-11,meghalaya,east jaintia hills,1,3,19
2025-03-11,meghalaya,east khasi hills,7,27,152
2025-03-11,meghalaya,eastern west khasi hills,0,4,0
2025-03-11,meghalaya,north garo hills,2,3,0
2025-03-11,meghalaya,ri bhoi,5,7,7
2025-03-11,meghalaya,south garo hills,4,7,1
2025-03-11,meghalaya,south west garo hills,7,2,4
2025-03-11,meghalaya,south west khasi hills,0,4,23
2025-03-11,meghalaya,west garo hills,11,10,50
2025-03-11,meghalaya,west jaintia hills,0,4,12
2025-03-11,meghalaya,west khasi hills,0,5,8
2025-03-11,mizoram,aizawl,5,3,2
2025-03-11,mizoram,champhai,6,2,0
2025-03-11,mizoram,kolasib,1,0,0
2025-03-11,mizoram,lawngtlai,2,0,0
2025-03-11,mizoram,lunglei,1,0,0
2025-03-11,mizoram,mamit,1,0,0
2025-03-11,mizoram,mammit,2,0,0
2025-03-11,mizoram,saiha,0,1,0
2025-03-11,mizoram,serchhip,2,1,0
2025-03-11,nagaland,dimapur,8,3,0
2025-03-11,nagaland,kiphire,0,11,0
2025-03-11,nagaland,kohima,1,3,0
2025-03-11,nagaland,meluri,0,1,0
2025-03-11,nagaland,mokokchung,0,1,0
2025-03-11,nagaland,mon,4,7,0
2025-03-11,nagaland,noklak,0,3,0
2025-03-11,nagaland,phek,1,3,0
2025-03-11,nagaland,shamator,0,2,0
2025-03-11,nagaland,tuensang,1,3,0
2025-03-11,nagaland,wokha,0,1,0
2025-03-11,nagaland,zunheboto,0,5,0
2025-03-11,odisha,angul,11,2,1
2025-03-11,odisha,anugul,3,0,0
2025-03-11,odisha,balangir,17,8,14
2025-03-11,odisha,baleshwar,4,0,0
2025-03-11,odisha,baleswar,17,6,0
2025-03-11,odisha,bargarh,34,7,0
2025-03-11,odisha,baudh,1,0,0
2025-03-11,odisha,bhadrak,18,6,1
2025-03-11,odisha,boudh,7,3,0
2025-03-11,odisha,cuttack,16,6,0
2025-03-11,odisha,debagarh,7,1,0
2025-03-11,odisha,dhenkanal,12,4,1
2025-03-11,odisha,gajapati,4,1,0
2025-03-11,odisha,ganjam,21,8,2
2025-03-11,odisha,jagatsinghapur,18,1,0
2025-03-11,odisha,jagatsinghpur,3,1,0
2025-03-11,odisha,jajapur,12,1,0
2025-03-11,odisha,jajpur,15,6,3
2025-03-11,odisha,jharsuguda,6,1,0
2025-03-11,odisha,kalahandi,18,7,0
2025-03-11,odisha,kandhamal,7,4,0
2025-03-11,odisha,kendrapara,17,4,1
2025-03-11,odisha,kendujhar,20,7,0
2025-03-11,odisha,khorda,13,4,0
2025-03-11,odisha,khordha,2,0,0
2025-03-11,odisha,koraput,17,3,0
2025-03-11,odisha,malkangiri,13,2,0
2025-03-11,odisha,mayurbhanj,35,13,0
2025-03-11,odisha,nabarangapur,12,9,0
2025-03-11,odisha,nayagarh,11,1,0
2025-03-11,odisha,nuapada,14,0,0
2025-03-11,odisha,puri,16,7,0
2025-03-11,odisha,rayagada,7,3,0
2025-03-11,odisha,sambalpur,11,1,0
2025-03-11,odisha,sonapur,8,0,0
2025-03-11,odisha,sundargarh,2,0,0
2025-03-11,odisha,sundergarh,19,5,0
2025-03-11,orissa,balangir,1,0,0
2025-03-11,orissa,baleshwar,1,0,0
2025-03-11,orissa,bhadrak,2,0,0
2025-03-11,orissa,cuttack,3,0,0
2025-03-11,orissa,dhenkanal,1,0,0
2025-03-11,orissa,gajapati,1,0,0
2025-03-11,orissa,ganjam,3,1,0
2025-03-11,orissa,jajapur,1,0,0
2025-03-11,orissa,kendrapara,1,0,0
2025-03-11,orissa,kendujhar,0,1,0
2025-03-11,orissa,khordha,2,1,0
2025-03-11,orissa,malkangiri,1,0,0
2025-03-11,orissa,nayagarh,2,0,0
2025-03-11,orissa,puri,2,0,0
2025-03-11,pondicherry,karaikal,4,0,0
2025-03-11,pondicherry,pondicherry,13,1,0
2025-03-11,puducherry,karaikal,4,0,2
2025-03-11,puducherry,puducherry,17,2,1
2025-03-11,puducherry,yanam,0,1,0
2025-03-11,punjab,amritsar,30,10,1
2025-03-11,punjab,barnala,4,2,0
2025-03-11,punjab,bathinda,13,2,0
2025-03-11,punjab,faridkot,5,1,0
2025-03-11,punjab,fatehgarh sahib,5,1,0
2025-03-11,punjab,fazilka,6,2,0
2025-03-11,punjab,ferozepur,4,2,0
2025-03-11,punjab,gurdaspur,15,3,0
2025-03-11,punjab,hoshiarpur,15,2,1
2025-03-11,punjab,jalandhar,23,9,1
2025-03-11,punjab,kapurthala,5,5,20
2025-03-11,punjab,ludhiana,52,26,8
2025-03-11,punjab,malerkotla,2,0,0
2025-03-11,punjab,mansa,2,0,0
2025-03-11,punjab,moga,8,0,0
2025-03-11,punjab,muktsar,1,0,0
2025-03-11,punjab,pathankot,1,0,0
2025-03-11,punjab,patiala,28,3,0
2025-03-11,punjab,rupnagar,7,0,0
2025-03-11,punjab,s.a.s nagar(mohali),2,0,0
2025-03-11,punjab,sangrur,15,3,0
2025-03-11,punjab,sas nagar (mohali),10,4,1
2025-03-11,punjab,shaheed bhagat singh nagar,2,0,0
2025-03-11,punjab,sri muktsar sahib,5,2,0
2025-03-11,punjab,tarn taran,11,4,0
2025-03-11,rajasthan,ajmer,37,7,1
2025-03-11,rajasthan,alwar,50,43,1
2025-03-11,rajasthan,banswara,23,30,0
2025-03-11,rajasthan,baran,21,11,3
2025-03-11,rajasthan,barmer,47,31,0
2025-03-11,rajasthan,bharatpur,47,33,1
2025-03-11,rajasthan,bhilwara,21,17,1
2025-03-11,rajasthan,bikaner,20,18,1
2025-03-11,rajasthan,bundi,14,4,2
2025-03-11,rajasthan,chittaurgarh,1,0,0
2025-03-11,rajasthan,chittorgarh,10,9,0
2025-03-11,rajasthan,churu,33,31,2
2025-03-11,rajasthan,dausa,23,16,0
2025-03-11,rajasthan,dhaulpur,1,0,0
2025-03-11,rajasthan,dholpur,22,11,0
2025-03-11,rajasthan,dungarpur,31,22,0
2025-03-11,rajasthan,ganganagar,22,5,1
2025-03-11,rajasthan,hanumangarh,9,5,0
2025-03-11,rajasthan,jaipur,74,56,0
2025-03-11,rajasthan,jaisalmer,5,3,0
2025-03-11,rajasthan,jalor,30,37,0
2025-03-11,rajasthan,jhalawar,15,14,0
2025-03-11,rajasthan,jhunjhunu,0,1,0
2025-03-11,rajasthan,jhunjhunun,31,9,1
2025-03-11,rajasthan,jodhpur,42,23,1
2025-03-11,rajasthan,karauli,23,10,0
2025-03-11,rajasthan,kota,26,8,2
2025-03-11,rajasthan,nagaur,51,29,1
2025-03-11,rajasthan,pali,28,27,1
2025-03-11,rajasthan,pratapgarh,7,5,0
2025-03-11,rajasthan,rajsamand,20,6,1
2025-03-11,rajasthan,sawai madhopur,23,13,0
2025-03-11,rajasthan,sikar,32,18,0
2025-03-11,rajasthan,sirohi,25,17,1
2025-03-11,rajasthan,tonk,13,9,0
2025-03-11,rajasthan,udaipur,53,66,0
2025-03-11,sikkim,east,0,1,0
2025-03-11,sikkim,east sikkim,1,1,0
2025-03-11,sikkim,north sikkim,1,1,0
2025-03-11,sikkim,south,2,1,0
2025-03-11,sikkim,south sikkim,0,2,0
2025-03-11,sikkim,west,0,2,0
2025-03-11,sikkim,west sikkim,0,1,0
2025-03-11,tamil nadu,ariyalur,53,20,2
2025-03-11,tamil nadu,chengalpattu,8,8,0
2025-03-11,tamil nadu,chennai,149,48,2
2025-03-11,tamil nadu,coimbatore,157,35,0
2025-03-11,tamil nadu,cuddalore,159,35,0
2025-03-11,tamil nadu,dharmapuri,115,15,0
2025-03-11,tamil nadu,dindigul,67,37,0
2025-03-11,tamil nadu,erode,99,32,0
2025-03-11,tamil nadu,kallakurichi,10,1,0
2025-03-11,tamil nadu,kancheepuram,168,82,0
2025-03-11,tamil nadu,kanniyakumari,31,3,0
2025-03-11,tamil nadu,kanyakumari,36,0,0
2025-03-11,tamil nadu,karur,64,17,0
2025-03-11,tamil nadu,krishnagiri,57,32,0
2025-03-11,tamil nadu,madurai,129,22,0
2025-03-11,tamil nadu,mayiladuthurai,10,2,0
2025-03-11,tamil nadu,nagapattinam,70,24,0
2025-03-11,tamil nadu,namakkal,55,14,0
2025-03-11,tamil nadu,perambalur,37,7,0
2025-03-11,tamil nadu,pudukkottai,106,51,0
2025-03-11,tamil nadu,ramanathapuram,68,23,1
2025-03-11,tamil nadu,ranipet,3,0,0
2025-03-11,tamil nadu,salem,139,24,1
2025-03-11,tamil nadu,sivaganga,69,20,0
2025-03-11,tamil nadu,tenkasi,26,3,0
2025-03-11,tamil nadu,thanjavur,93,36,0
2025-03-11,tamil nadu,the nilgiris,22,10,0
2025-03-11,tamil nadu,theni,59,23,0
2025-03-11,tamil nadu,thiruvallur,4,1,0
2025-03-11,tamil nadu,thiruvarur,65,13,0
2025-03-11,tamil nadu,thoothukkudi,93,22,0
2025-03-11,tamil nadu,tiruchirappalli,143,46,0
2025-03-11,tamil nadu,tirunelveli,152,42,0
2025-03-11,tamil nadu,tirupattur,18,2,0
2025-03-11,tamil nadu,tiruppur,107,35,0
2025-03-11,tamil nadu,tiruvallur,165,72,0
2025-03-11,tamil nadu,tiruvannamalai,131,19,0
2025-03-11,tamil nadu,tuticorin,0,1,0
2025-03-11,tamil nadu,vellore,166,23,0
2025-03-11,tamil nadu,villupuram,85,25,0
2025-03-11,tamil nadu,viluppuram,67,28,0
2025-03-11,tamil nadu,virudhunagar,65,18,1
2025-03-11,telangana,adilabad,20,6,0
2025-03-11,telangana,bhadradri kothagudem,21,8,0
2025-03-11,telangana,hanumakonda,7,1,0
2025-03-11,telangana,hyderabad,116,27,12
2025-03-11,telangana,jagitial,10,1,3
2025-03-11,telangana,jangaon,1,0,0
2025-03-11,telangana,jangoan,12,1,0
2025-03-11,telangana,jayashankar bhupalpally,4,3,0
2025-03-11,telangana,jogulamba gadwal,20,9,0
2025-03-11,telangana,k.v. rangareddy,76,35,2
2025-03-11,telangana,kamareddy,23,2,0
2025-03-11,telangana,karimnagar,61,5,0
2025-03-11,telangana,khammam,29,7,0
2025-03-11,telangana,komaram bheem,2,4,0
2025-03-11,telangana,mahabubabad,24,2,0
2025-03-11,telangana,mahabubnagar,70,19,0
2025-03-11,telangana,mancherial,5,1,0
2025-03-11,telangana,medak,64,11,0
2025-03-11,telangana,medchal-malkajgiri,22,4,6
2025-03-11,telangana,medchal−malkajgiri,3,1,0
2025-03-11,telangana,mulugu,13,3,0
2025-03-11,telangana,nagarkurnool,13,5,0
2025-03-11,telangana,nalgonda,44,9,0
2025-03-11,telangana,narayanpet,5,4,0
2025-03-11,telangana,nirmal,16,1,0
2025-03-11,telangana,nizamabad,50,6,1
2025-03-11,telangana,peddapalli,4,1,0
2025-03-11,telangana,rajanna sircilla,4,0,0
